所属概念数量,股票代码,market_code,所属概念,code
14.0,300384.SZ,33,AI应用;AI智能体;数字经济;互联网金融;人工智能;工业互联网;创投;垃圾分类;华为概念;机器人概念;高端装备;可降解塑料;煤化工概念;深股通,300384
23.0,300199.SZ,33,华为概念;粤港澳大湾区;CRO概念;区块链;人工智能;智能医疗;人民币贬值受益;医疗器械概念;细胞免疫治疗;创投;减肥药;辅助生殖;幽门螺杆菌概念;合成生物;工业大麻;猴痘概念;创新药;三胎概念;仿制药一致性评价;肝炎概念;流感;深股通;融资融券,300199
1.0,603221.SH,17,人民币贬值受益,603221
7.0,301061.SZ,33,养老概念;同花顺出海50;一带一路;人民币贬值受益;智能家居;深股通;融资融券,301061
12.0,300642.SZ,33,猴痘概念;辅助生殖;基因测序;肝炎概念;流感;智能医疗;医疗器械概念;创新药;AI应用;DeepSeek概念;上海自贸区;专精特新,300642
13.0,603297.SH,17,光刻机;芯片概念;AI眼镜;PCB概念;机器视觉;商业航天;无人驾驶;虚拟现实;无人机;智能医疗;共同富裕示范区;沪股通;融资融券,603297
5.0,001234.SZ,33,三胎概念;体育产业;长三角一体化;国企改革;股权转让(并购重组),001234
15.0,600418.SH,17,DeepSeek概念;车联网(车路协同);百度概念;换电概念;华为汽车;飞行汽车(eVTOL);低空经济;工业互联网;无人驾驶;华为概念;国企改革;智能座舱;新能源汽车;沪股通;融资融券,600418
6.0,301155.SZ,33,风电;绿色电力;海工装备;2025年报预增;深股通;融资融券,301155
8.0,002443.SZ,33,氢能源;地下管网;新型城镇化;水利;核电;天然气;石墨烯;国企改革,002443
9.0,002724.SZ,33,智慧城市;智慧灯杆;物联网;粤港澳大湾区;无人机;军工;核电;证金持股;深股通,002724
28.0,300545.SZ,33,柔性屏(折叠屏);MicroLED概念;MiniLED;OLED;消费电子概念;MR(混合现实);富士康概念;苹果概念;华为手机;5G;智能穿戴;汽车电子;新型工业化;芯片概念;虚拟现实;先进封装;AI眼镜;专精特新;华为概念;智能座舱;机器人概念;光伏概念;华为汽车;钙钛矿电池;锂电池概念;固态电池;钠离子电池;深股通,300545
6.0,002880.SZ,33,生物疫苗;肝炎概念;合成生物;细胞免疫治疗;国企改革;深股通,002880
12.0,000850.SZ,33,参股银行;参股保险;冷链物流;国企改革;数字经济;创投;参股券商;小金属概念;金属铜;金属铅;金属锌;融资融券,000850
47.0,002373.SZ,33,AI应用;AIGC概念;元宇宙;蚂蚁集团概念;AI智能体;数据要素;多模态AI;百度概念;人脸识别;互联网金融;云计算;阿里巴巴概念;数字经济;DeepSeek概念;人工智能;车联网(车路协同);数字孪生;智慧城市;ETC;时空大数据;安防;物联网;低空经济;京津冀一体化;智能物流;跨境电商;小米汽车;华为概念;无人驾驶;体育产业;机器视觉;水利;无人机;大飞机;东数西算(算力);一带一路;小米概念;雄安新区;充电桩;商业航天;数据中心(AIDC);毫米波雷达;储能;足球概念;汽车电子;深股通;融资融券,002373
17.0,001368.SZ,33,露营经济;冰雪产业;三胎概念;体育产业;足球概念;宠物经济;中俄贸易概念;医疗器械概念;一带一路;福建自贸区;人工智能;人民币贬值受益;海峡两岸;多模态AI;3D打印;新型烟草(电子烟);高股息精选,001368
4.0,301026.SZ,33,金属回收;小金属概念;黄金概念;融资融券,301026
10.0,605005.SH,17,汽车热管理;长安汽车概念;新能源汽车;新型工业化;宁德时代概念;3D打印;智能座舱;汽车电子;消费电子概念;沪股通,605005
7.0,603268.SH,17,海工装备;高端装备;股权转让(并购重组);人民币贬值受益;在线教育;跨境电商;摘帽,603268
21.0,000950.SZ,33,医药电商;创新药;医美概念;辅助生殖;减肥药;啤酒概念;冷链物流;股权转让(并购重组);三胎概念;医疗器械概念;养老概念;统一大市场;智能医疗;西部大开发;国企改革;央企国企改革;智能物流;创投;机器人概念;融资融券;深股通,000950
13.0,301185.SZ,33,在线教育;华为鲲鹏;数据要素;AIGC概念;AI应用;数据安全;多模态AI;人工智能;数字水印;虚拟现实;数据中心(AIDC);国企改革;融资融券,301185
3.0,603968.SH,17,代糖概念;染料;维生素,603968
9.0,603107.SH,17,中俄贸易概念;国企改革;一带一路;上海自贸区;汽车热管理;百度概念;新能源汽车;沪股通;融资融券,603107
14.0,600212.SH,17,换电概念;储能;充电桩;高压快充;人工智能;宁德时代概念;新能源汽车;无人机;新疆振兴;一带一路;机器人概念;专精特新;沪股通;融资融券,600212
2.0,002847.SZ,33,融资融券;深股通,002847
14.0,688135.SH,17,汽车芯片;存储芯片;先进封装;芯片概念;5G;传感器;东数西算(算力);卫星导航;专精特新;比亚迪概念;无人驾驶;阿里巴巴概念;沪股通;融资融券,688135
4.0,600854.SH,17,物业管理;家用电器;军民融合;超超临界发电,600854
3.0,603877.SH,17,共同富裕示范区;沪股通;融资融券,603877
6.0,688795.SH,17,科创次新股;芯片概念;注册制次新股;人工智能;新股与次新股;融资融券,688795
10.0,600630.SH,17,三胎概念;网红经济;物业管理;跨境电商;参股银行;一带一路;上海国企改革;国企改革;上海自贸区;融资融券,600630
25.0,002116.SZ,33,装配式建筑;新型城镇化;乡村振兴;雄安新区;特色小镇;土壤修复;污水处理;固废处理;参股券商;建筑节能;国企改革;垃圾分类;一带一路;光伏建筑一体化;智能物流;啤酒概念;DeepSeek概念;央企国企改革;人工智能;数据要素;机器人概念;动力电池回收;固态电池;深股通;中字头股票,002116
13.0,300072.SZ,33,页岩气;天然气;化肥;氢能源;碳中和;生态农业;国企改革;京津冀一体化;PM2.5;乡村振兴;人民币贬值受益;深股通;融资融券,300072
6.0,002107.SZ,33,医药电商;流感;阿尔茨海默概念;养老概念;创投;2025年报预增,002107
10.0,600515.SH,17,免税店;自由贸易港;海南自贸区;物业管理;土地流转;跨境电商;国企改革;低空经济;融资融券;沪股通,600515
9.0,001257.SZ,33,金属铅;金属锌;金属铜;小金属概念;注册制次新股;国企改革;深股通;新股与次新股;融资融券,001257
4.0,603536.SH,17,网红经济;预制菜;乡村振兴;一带一路,603536
7.0,301298.SZ,33,人民币贬值受益;高铁;新能源汽车;新型工业化;机器视觉;减速器;融资融券,301298
4.0,603196.SH,17,虚拟数字人;锂电池概念;三胎概念;股权转让(并购重组),603196
18.0,688289.SH,17,猴痘概念;肝炎概念;流感;基因测序;宠物经济;创新药;智能医疗;医疗器械概念;DeepSeek概念;创投;数字经济;AI智能体;人工智能;一带一路;阿里巴巴概念;专精特新;沪股通;融资融券,688289
5.0,920050.BJ,151,养老概念;医疗器械概念;新股与次新股;融资融券;人民币贬值受益,920050
18.0,002425.SZ,33,手机游戏;网络游戏;IP经济(谷子经济);文化传媒概念;NFT概念;AIGC概念;元宇宙;云游戏;AI应用;创投;人工智能;快手概念;腾讯概念;抖音概念(字节概念);阿里巴巴概念;虚拟现实;华为概念;摘帽,002425
8.0,603817.SH,17,PPP概念;垃圾分类;绿色电力;福建自贸区;污水处理;固废处理;国企改革;海峡两岸,603817
5.0,002551.SZ,33,养老概念;医疗器械概念;人民币贬值受益;独角兽概念;粤港澳大湾区,002551
6.0,000953.SZ,33,化肥;维生素;西部大开发;CRO概念;海峡两岸;股权转让(并购重组),000953
5.0,300993.SZ,33,跨境电商;露营经济;智能物流;建筑节能;融资融券,300993
10.0,300260.SZ,33,光刻机;中芯国际概念;OLED;芯片概念;液冷服务器;数据中心(AIDC);海峡两岸;食品安全;融资融券;深股通,300260
5.0,688699.SH,17,先进封装;芯片概念;MiniLED;专精特新;融资融券,688699
5.0,301335.SZ,33,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券,301335
10.0,000523.SZ,33,物业管理;广东自贸区;代糖概念;国企改革;创投;啤酒概念;粤港澳大湾区;工业互联网;股权转让(并购重组);深股通,000523
23.0,603918.SH,17,Web3.0;AIGC概念;智慧政务;AI应用;数据确权;在线教育;区块链;云办公;互联网金融;蚂蚁集团概念;信创;抖音概念(字节概念);阿里巴巴概念;DeepSeek概念;人工智能;智能医疗;化债概念(AMC概念);华为概念;机器人概念;上海自贸区;机器视觉;融资融券;沪股通,603918
10.0,600961.SH,17,金属锌;金属铅;金属铜;黄金概念;小金属概念;金属回收;央企国企改革;国企改革;融资融券;沪股通,600961
14.0,600133.SH,17,PPP概念;雄安新区;智慧城市;固废处理;DeepSeek概念;污水处理;数字经济;碳交易;人工智能;创投;国企改革;工业互联网;沪股通;融资融券,600133
8.0,301359.SZ,33,中俄贸易概念;专精特新;家用电器;共同富裕示范区;比亚迪概念;新能源汽车;汽车电子;融资融券,301359
11.0,600257.SH,17,民营医院;预制菜;养老概念;高压氧舱;乡村振兴;智能医疗;净水概念;污水处理;创投;白酒概念;融资融券,600257
7.0,600238.SH,22,ST板块;白酒概念;跨境电商;养老概念;海南自贸区;国企改革;专精特新,600238
2.0,300669.SZ,33,专精特新;深股通,300669
8.0,301272.SZ,33,烟草;空气能热泵;中俄贸易概念;专精特新;农机;汽车热管理;冷链物流;融资融券,301272
5.0,920230.BJ,151,西部大开发;融资融券;维生素;专精特新;合成生物,920230
12.0,300374.SZ,33,装配式建筑;新型城镇化;乡村振兴;雄安新区;建筑节能;京津冀一体化;国企改革;一带一路;央企国企改革;新疆振兴;工业互联网;中字头股票,300374
6.0,000017.SZ,33,两轮车;粤港澳大湾区;2025年报预增;锂电池概念;黄金概念;智能穿戴,000017
4.0,002872.SZ,33,西部大开发;ST板块;流感;仿制药一致性评价,002872
21.0,001298.SZ,33,存储芯片;MCU芯片;芯片概念;华为海思概念股;消费电子概念;AI眼镜;无线耳机;智能穿戴;传感器;汽车电子;小米概念;星闪概念;物联网;新能源汽车;智能家居;机器人概念;2025年报预增;海峡两岸;人民币贬值受益;人形机器人;深股通,001298
12.0,603211.SH,17,卫星导航;专精特新;毫米波雷达;比亚迪概念;人形机器人;特斯拉概念;无人驾驶;新能源汽车;机器人概念;智能家居;长三角一体化;沪股通,603211
13.0,600026.SH,17,航运概念;俄乌冲突概念;天然气;上海自贸区;同花顺中特估100;一带一路;人民币贬值受益;国企改革;证金持股;央企国企改革;沪股通;融资融券;中字头股票,600026
5.0,920735.BJ,151,流感;融资融券;创新药;减肥药;仿制药一致性评价,920735
6.0,600467.SH,17,预制菜;乡村振兴;中韩自贸区;流感;白酒概念;融资融券,600467
10.0,300194.SZ,33,流感;仿制药一致性评价;肝炎概念;创新药;猴痘概念;幽门螺杆菌概念;参股银行;西部大开发;深股通;融资融券,300194
8.0,601225.SH,17,煤炭概念;高股息精选;证金持股;同花顺漂亮100;国企改革;沪股通;融资融券;西部大开发,601225
12.0,300371.SZ,33,智慧城市;人工智能;水利;雄安新区;AI智能体;物联网;DeepSeek概念;专精特新;华为概念;传感器;核电;绿色电力,300371
10.0,600615.SH,17,农机;智能家居;长安汽车概念;机器人概念;西部大开发;比亚迪概念;华为汽车;新能源汽车;光伏概念;股权转让(并购重组),600615
13.0,301552.SZ,33,血氧仪;专精特新;比亚迪概念;低空经济;新能源汽车;军民融合;军工;小米汽车;特斯拉概念;医疗器械概念;小米概念;华为概念;融资融券,301552
8.0,001328.SZ,33,超级品牌;网红经济;三胎概念;国企改革;医疗器械概念;西部大开发;深股通;融资融券,001328
22.0,603106.SH,17,互联网金融;鸿蒙概念;区块链;智慧政务;虚拟数字人;AI应用;国产操作系统;人脸识别;华为鲲鹏;AIGC概念;信创;语音技术;智慧城市;数据安全;人工智能;云计算;智能医疗;京津冀一体化;雄安新区;物业管理;天津自贸区;沪股通,603106
10.0,688236.SH,17,智能医疗;牙科医疗;医疗器械概念;京津冀一体化;2025年报预增;机器人概念;3D打印;专精特新;融资融券;沪股通,688236
24.0,002117.SZ,33,蚂蚁集团概念;Web3.0;拼多多概念;数字经济;区块链;知识产权保护;数据确权;数字货币;移动支付;电子身份证;智慧政务;ChatGPT概念;DeepSeek概念;人脸识别;阿里巴巴概念;财税数字化;信创;物联网;机器人概念;人形机器人;东数西算(算力);数据中心(AIDC);深股通;融资融券,002117
13.0,002690.SZ,33,智能医疗;农机;人工智能;医疗器械概念;鸿蒙概念;工业互联网;食品安全;牙科医疗;机器人概念;机器视觉;高股息精选;深股通;融资融券,002690
10.0,603698.SH,17,军民融合;军工;高端装备;核电;氢能源;碳中和;国企改革;煤化工概念;沪股通;融资融券,603698
6.0,301239.SZ,33,眼科医疗;民营医院;智能医疗;西部大开发;深股通;融资融券,301239
18.0,600566.SH,17,高股息精选;医药电商;流感;仿制药一致性评价;肝炎概念;维生素;重组蛋白;农业种植;幽门螺杆菌概念;创新药;三胎概念;家庭医生;旅游概念;参股银行;数字经济;创投;沪股通;融资融券,600566
12.0,301589.SZ,33,虚拟现实;人工智能;智慧城市;创投;MicroLED概念;MiniLED;芯片概念;体育产业;足球概念;西部大开发;融资融券;深股通,301589
47.0,000948.SZ,33,区块链;在线教育;互联网金融;知识产权保护;NFT概念;财税数字化;鸿蒙概念;AI应用;智慧政务;数字货币;移动支付;数字经济;多模态AI;AI智能体;华为鲲鹏;百度概念;元宇宙;数据安全;DeepSeek概念;信创;人脸识别;阿里巴巴概念;智慧城市;腾讯概念;ETC;人工智能;网络安全;国资云;智能医疗;水利;乡村振兴;创投;语音技术;物联网;碳中和;国企改革;西部大开发;信托概念;医疗器械概念;华为概念;军工信息化;军民融合;军工;机器视觉;数据中心(AIDC);深股通;融资融券,000948
12.0,603912.SH,17,算力租赁;液冷服务器;东数西算(算力);数据中心(AIDC);抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;5G;华为概念;专精特新;DeepSeek概念,603912
11.0,300628.SZ,33,云办公;信创;AI应用;工业互联网;腾讯概念;海峡两岸;福建自贸区;人民币贬值受益;高股息精选;深股通;融资融券,300628
11.0,002688.SZ,33,代糖概念;动物疫苗;合成生物;污水处理;粮食概念;宠物经济;西部大开发;禽流感;人工智能;玉米;深股通,002688
11.0,688627.SH,17,存储芯片;OLED;芯片概念;MicroLED概念;专精特新;东数西算(算力);高端装备;机器人概念;粤港澳大湾区;沪股通;融资融券,688627
12.0,600784.SH,17,化债概念(AMC概念);新能源汽车;创投;专精特新;参股银行;3D打印;国企改革;海峡两岸;储能;光伏概念;消费电子概念;绿色电力,600784
7.0,000554.SZ,33,俄乌冲突概念;天然气;央企国企改革;氢能源;国企改革;充电桩;融资融券,000554
