所属概念数量,所属概念,股票代码,market_code,code
39.0,华为盘古;ERP概念;华为鲲鹏;华为昇腾;智慧政务;信创;云计算;鸿蒙概念;智谱AI;数据安全;网络安全;AI应用;区块链;国资云;数据确权;百度概念;互联网金融;阿里巴巴概念;算力租赁;车联网(车路协同);数字经济;腾讯概念;DeepSeek概念;抖音概念(字节概念);智慧城市;人工智能;东数西算(算力);京津冀一体化;工业互联网;华为概念;数据中心(AIDC);物业管理;国企改革;参股银行;充电桩;冷链物流;绿色电力;深股通;融资融券,000158.SZ,33,000158
7.0,期货概念;化债概念(AMC概念);互联网金融;国企改革;央企国企改革;沪股通;融资融券,601198.SH,17,601198
10.0,网红经济;共同富裕示范区;一带一路;人民币贬值受益;家用电器;智能家居;人工智能;机器人概念;小米概念;AI眼镜,603215.SH,17,603215
11.0,流感;基因测序;三胎概念;维生素;仿制药一致性评价;医疗器械概念;肝炎概念;养老概念;创新药;医药电商;智能医疗,300254.SZ,33,300254
4.0,高股息精选;供销社;绿色电力;深股通,002014.SZ,33,002014
23.0,脑机接口;猴痘概念;肝炎概念;牙科医疗;医美概念;减肥药;创新药;医疗器械概念;智能医疗;养老概念;仿制药一致性评价;流感;民营医院;AIGC概念;医药电商;人工智能;京津冀一体化;血氧仪;2025年报预增;参股保险;智能穿戴;深股通;融资融券,300003.SZ,33,300003
10.0,装配式建筑;新型城镇化;建筑节能;雄安新区;横琴新区;粤港澳大湾区;光伏建筑一体化;华为概念;国企改革;风电,300621.SZ,33,300621
11.0,钠离子电池;固态电池;宁德时代概念;锂电池概念;专精特新;低空经济;福建自贸区;氢能源;国企改革;融资融券;沪股通,688778.SH,17,688778
11.0,金属回收;回购增持再贷款概念;2025年报预增;西部大开发;比亚迪概念;碳中和;新能源汽车;专精特新;长安汽车概念;一体化压铸;深股通,002996.SZ,33,002996
13.0,预制菜;人造肉;网红经济;化肥;合成生物;跨境电商;宠物经济;国企改革;回购增持再贷款概念;一带一路;绿色电力;深股通;融资融券,002481.SZ,33,002481
6.0,合成生物;三胎概念;跨境电商;消毒剂;沪股通;融资融券,600315.SH,17,600315
13.0,养老概念;跨境电商;净水概念;福建自贸区;智能家居;人民币贬值受益;一带一路;海峡两岸;机器人概念;小米概念;高股息精选;芯片概念;沪股通,603408.SH,17,603408
9.0,高股息精选;国企改革;西部大开发;氢能源;沪股通;融资融券;创投;DeepSeek概念;充电桩,601107.SH,17,601107
2.0,ST板块;白酒概念,600365.SH,22,600365
6.0,锂电池概念;共同富裕示范区;人民币贬值受益;长三角一体化;工业互联网;沪股通,605378.SH,17,605378
22.0,互联网金融;智慧政务;鸿蒙概念;区块链;国产操作系统;人脸识别;AI应用;语音技术;信创;华为鲲鹏;虚拟数字人;智慧城市;数据安全;AIGC概念;人工智能;云计算;智能医疗;京津冀一体化;物业管理;雄安新区;天津自贸区;沪股通,603106.SH,17,603106
6.0,预制菜;参股保险;国企改革;人工智能;央企国企改革;中字头股票,000798.SZ,33,000798
3.0,新能源汽车;专精特新;汽车热管理,603192.SH,17,603192
17.0,算力租赁;数字经济;物业管理;旅游概念;东数西算(算力);低空经济;数据中心(AIDC);参股券商;无人机;参股保险;卫星导航;商业航天;芯片概念;5G;6G概念;沪股通;融资融券,600094.SH,17,600094
13.0,医药电商;流感;创新药;合成生物;医疗器械概念;智能医疗;养老概念;人工智能;AI应用;阿里巴巴概念;AI智能体;深股通;融资融券,301408.SZ,33,301408
20.0,芯片概念;新型工业化;新能源汽车;工业互联网;机器人概念;人形机器人;数字孪生;粤港澳大湾区;人工智能;AI智能体;智能物流;DeepSeek概念;一带一路;数字经济;跨境电商;冷链物流;统一大市场;航运概念;深股通;融资融券,300873.SZ,33,300873
12.0,供销社;化肥;农业种植;粮食概念;乡村振兴;农机;数字乡村;智能物流;数字经济;2025年报预增;低空经济;无人机,002999.SZ,33,002999
11.0,生物质能发电;绿色电力;参股保险;氢能源;文化传媒概念;创投;人工智能;AI智能体;华为概念;沪股通;融资融券,600167.SH,17,600167
6.0,超级品牌;预制菜;国企改革;西部大开发;深股通;融资融券,002507.SZ,33,002507
9.0,固废处理;生物质能发电;PPP概念;粤港澳大湾区;统一大市场;绿色电力;深股通;融资融券;股权转让(并购重组),002210.SZ,33,002210
5.0,高股息精选;国企改革;移动支付;融资融券;深股通,002966.SZ,33,002966
28.0,同花顺漂亮100;两轮车;网约车;国企改革;飞行汽车(eVTOL);动力电池回收;氢能源;燃料电池;华为汽车;低空经济;车联网(车路协同);机器人概念;无人驾驶;新能源汽车;石墨烯;人形机器人;锂电池概念;储能;充电桩;固态电池;华为概念;商业航天;宁德时代概念;沪股通;融资融券;智能座舱;英伟达概念;汽车芯片,601238.SH,17,601238
6.0,预制菜;乡村振兴;冷链物流;国企改革;碳中和;人民币贬值受益,002069.SZ,33,002069
7.0,净水概念;家用电器;人民币贬值受益;机器人概念;新能源汽车;沪股通;融资融券,603355.SH,17,603355
12.0,网络安全;信创;车联网(车路协同);物联网;专精特新;新型工业化;工业互联网;充电桩;芯片概念;智能电网;虚拟电厂;融资融券,688060.SH,17,688060
5.0,养老概念;医疗器械概念;新股与次新股;融资融券;人民币贬值受益,920050.BJ,151,920050
7.0,乡村振兴;农机;两轮车;专精特新;国企改革;无人驾驶;央企国企改革,600099.SH,17,600099
12.0,传感器;机器人概念;专精特新;新能源汽车;汽车电子;农机;无人机;减速器;乡村振兴;西部大开发;氢能源;融资融券,301107.SZ,33,301107
3.0,专精特新;物联网;融资融券,301006.SZ,33,301006
22.0,华为欧拉;华为鲲鹏;云计算;数据安全;智慧政务;信创;AI智能体;AIGC概念;数据要素;AI应用;互联网金融;DeepSeek概念;数字孪生;智慧城市;数字经济;人工智能;数据中心(AIDC);华为概念;工业互联网;军工;专精特新;融资融券,688118.SH,17,688118
11.0,细胞免疫治疗;创新药;仿制药一致性评价;幽门螺杆菌概念;医药电商;生物疫苗;智能医疗;人工智能;华为概念;融资融券;沪股通,688658.SH,17,688658
4.0,期货概念;国企改革;沪股通;融资融券,600918.SH,17,600918
5.0,足球概念;体育产业;跨境电商;人民币贬值受益;回购增持再贷款概念,001300.SZ,33,001300
12.0,小金属概念;军工;大飞机;商业航天;航空发动机;飞行汽车(eVTOL);专精特新;高端装备;核电;国企改革;沪股通;融资融券,688750.SH,17,688750
3.0,食品安全;股权转让(并购重组);融资融券,301296.SZ,33,301296
9.0,供销社;固废处理;西部大开发;垃圾分类;金属回收;动力电池回收;金属铜;沪股通;融资融券,600217.SH,17,600217
6.0,三胎概念;跨境电商;体育产业;参股银行;IP经济(谷子经济);沪股通,603511.SH,17,603511
10.0,风电;绿色电力;碳交易;智能电网;氢能源;储能;西部大开发;回购增持再贷款概念;沪股通;融资融券,601619.SH,17,601619
11.0,装配式建筑;雄安新区;建筑节能;光伏建筑一体化;工业互联网;一带一路;储能;HJT电池;钙钛矿电池;沪股通;融资融券,600477.SH,17,600477
17.0,卫星导航;汽车芯片;商业航天;芯片概念;消费电子概念;毫米波雷达;汽车电子;军工;无人机;传感器;2025年报预增;低空经济;比亚迪概念;无人驾驶;机器人概念;沪股通;融资融券,688002.SH,17,688002
32.0,WiFi 6;F5G概念;共封装光学(CPO);5G;数据中心(AIDC);网络安全;华为概念;信创;物联网;车联网(车路协同);抖音概念(字节概念);机器人概念;阿里巴巴概念;腾讯概念;移动支付;海峡两岸;智能家居;鸿蒙概念;人工智能;AIGC概念;数字货币;在线教育;DeepSeek概念;AI应用;福建自贸区;脑机接口;互联网金融;文化传媒概念;国企改革;证金持股;深股通;融资融券,002396.SZ,33,002396
4.0,统一大市场;横琴新区;创投;粤港澳大湾区,002492.SZ,33,002492
18.0,空间计算;信创;数字孪生;AI智能体;AI应用;数据要素;人工智能;DeepSeek概念;房屋检测;职业教育;数据中心(AIDC);建筑节能;新型城镇化;装配式建筑;光伏概念;一带一路;风电;融资融券,300935.SZ,33,300935
16.0,无人零售;三胎概念;体育产业;养老概念;医疗器械概念;智能医疗;血氧仪;AI应用;人工智能;区块链;人民币贬值受益;华为概念;传感器;智能穿戴;无线耳机;芯片概念,300562.SZ,33,300562
21.0,盐湖提锂;金属镍;金属钴;锂电池概念;金属回收;小金属概念;比亚迪概念;净水概念;固废处理;专精特新;工业大麻;减肥药;核污染防治;西部大开发;芯片概念;碳中和;生物疫苗;存储芯片;碳交易;融资融券;深股通,300487.SZ,33,300487
6.0,ST板块;光伏建筑一体化;建筑节能;装配式建筑;PPP概念;新型城镇化,603828.SH,22,603828
6.0,高端装备;机器人概念;智能物流;物联网;一带一路;股权转让(并购重组),002021.SZ,33,002021
12.0,职业教育;车联网(车路协同);低空经济;人工智能;元宇宙;无人机;AI应用;DeepSeek概念;京津冀一体化;区块链;2025年报预增;融资融券,688015.SH,17,688015
6.0,建筑节能;光热发电;锂电池概念;可燃冰;融资融券;深股通,002088.SZ,33,002088
10.0,重组蛋白;仿制药一致性评价;减肥药;创新药;细胞免疫治疗;流感;合成生物;创投;沪股通;融资融券,688166.SH,17,688166
6.0,专精特新;光刻胶;光刻机;染料;深股通;融资融券,301209.SZ,33,301209
6.0,商业航天;专精特新;智能家居;露营经济;跨境电商;融资融券,301595.SZ,33,301595
4.0,光刻胶;参股银行;绿色电力;融资融券,301036.SZ,33,301036
13.0,仿制药一致性评价;重组蛋白;创新药;医药电商;生物疫苗;肝炎概念;工业大麻;智能医疗;国企改革;沪股通;融资融券;央企国企改革;股权转让(并购重组),600535.SH,17,600535
6.0,高股息精选;网红经济;回购增持再贷款概念;京津冀一体化;融资融券;深股通,000848.SZ,33,000848
16.0,减速器;一体化压铸;华为汽车;汽车热管理;长安汽车概念;机器人概念;无人驾驶;比亚迪概念;新能源汽车;EDR概念;传感器;智能座舱;氢能源;汽车电子;沪股通;融资融券,600081.SH,17,600081
8.0,人民币贬值受益;无人驾驶;华为概念;车联网(车路协同);西部大开发;氢能源;央企国企改革;国企改革,600262.SH,17,600262
11.0,参股银行;回购增持再贷款概念;西部大开发;国企改革;一带一路;机器人概念;新能源汽车;军工;无人机;深股通;融资融券,000589.SZ,33,000589
13.0,租售同权;物业管理;西部大开发;京津冀一体化;数字经济;鸿蒙概念;人工智能;AIGC概念;数据要素;ChatGPT概念;华为概念;深股通;融资融券,000560.SZ,33,000560
12.0,脑机接口;人工智能;养老概念;机器人概念;医疗器械概念;专精特新;三胎概念;血氧仪;医美概念;流感;医药电商;AI应用,300753.SZ,33,300753
11.0,特高压;柔性直流输电;智能电网;高压快充;充电桩;储能;高端装备;新能源汽车;回购增持再贷款概念;高股息精选;融资融券,688517.SH,17,688517
5.0,专精特新;盐湖提锂;污水处理;氢能源;融资融券,688350.SH,17,688350
8.0,中俄贸易概念;创投;一带一路;黑龙江自贸区;回购增持再贷款概念;国企改革;核电;超超临界发电,600202.SH,17,600202
5.0,装配式建筑;新型城镇化;雄安新区;PPP概念;可控核聚变,002743.SZ,33,002743
7.0,仿制药一致性评价;流感;创新药;高股息精选;西部大开发;深股通;融资融券,002275.SZ,33,002275
5.0,宠物经济;跨境电商;一带一路;股权转让(并购重组);融资融券,301335.SZ,33,301335
16.0,区块链;多模态AI;互联网金融;数据要素;ChatGPT概念;AI智能体;鸿蒙概念;AI语料;AI应用;百度概念;AIGC概念;DeepSeek概念;人工智能;工业互联网;深股通;融资融券,300226.SZ,33,300226
9.0,脑机接口;智能医疗;三胎概念;专精特新;医疗器械概念;机器人概念;养老概念;医美概念;融资融券,688580.SH,17,688580
7.0,烟草;互联网金融;共同富裕示范区;化债概念(AMC概念);国企改革;融资融券;股权转让(并购重组),600830.SH,17,600830
10.0,水泥概念;绿色电力;国企改革;固废处理;雄安新区;京津冀一体化;化债概念(AMC概念);深股通;融资融券;核电,000401.SZ,33,000401
19.0,算力租赁;MLOps概念;华为昇腾;云计算;东数西算(算力);华为鲲鹏;抖音概念(字节概念);百度概念;AIGC概念;数据中心(AIDC);区块链;液冷服务器;DeepSeek概念;华为概念;数字经济;工业互联网;京津冀一体化;深股通;融资融券,300383.SZ,33,300383
8.0,天津自贸区;物业管理;养老概念;参股券商;国企改革;京津冀一体化;大飞机;融资融券,000965.SZ,33,000965
6.0,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,601319.SH,17,601319
8.0,土地流转;玉米;可降解塑料;农业种植;参股银行;乡村振兴;回购增持再贷款概念;2025年报预增,300829.SZ,33,300829
24.0,统一大市场;乡村振兴;垃圾分类;国企改革;碳交易;碳中和;氢能源;光伏建筑一体化;农机;绿色电力;钠离子电池;锂电池概念;超超临界发电;时空大数据;储能;机器人概念;新能源汽车;风电;高端装备;无人驾驶;虚拟电厂;光伏概念;工业母机;融资融券,600805.SH,17,600805
31.0,高压快充;智能电网;虚拟电厂;数据中心(AIDC);充电桩;储能;绿色电力;风电;核电;光伏建筑一体化;华为概念;小米概念;高铁;新能源汽车;抖音概念(字节概念);PPP概念;雄安新区;动力电池回收;比亚迪概念;阿里巴巴概念;小米汽车;工业互联网;腾讯概念;百度概念;MCU芯片;中俄贸易概念;机器人概念;人工智能;长安汽车概念;深股通;融资融券,300001.SZ,33,300001
11.0,职业教育;AI应用;DeepSeek概念;人工智能;数据要素;AI智能体;财税数字化;京津冀一体化;华为概念;雄安新区;深股通,300662.SZ,33,300662
8.0,特钢概念;国企改革;回购增持再贷款概念;工业互联网;人工智能;机器人概念;融资融券;沪股通,600022.SH,17,600022
5.0,创新药;仿制药一致性评价;辅助生殖;医疗器械概念;沪股通,601089.SH,17,601089
8.0,肝炎概念;流感;猴痘概念;智能医疗;医疗器械概念;DeepSeek概念;融资融券;深股通,300832.SZ,33,300832
4.0,养老概念;流感;智能医疗;股权转让(并购重组),000590.SZ,33,000590
12.0,绿色电力;智能电网;储能;氢能源;光伏概念;宁德时代概念;数据中心(AIDC);可控核聚变;一带一路;专精特新;融资融券;深股通,300827.SZ,33,300827
3.0,回购增持再贷款概念;固废处理;融资融券,688370.SH,17,688370
23.0,钠离子电池;固态电池;锂电池概念;两轮车;石墨烯;虚拟电厂;储能;新型烟草(电子烟);深股通;燃料电池;充电桩;粤港澳大湾区;独角兽概念;无线耳机;新能源汽车;小米概念;低空经济;机器人概念;消费电子概念;长安汽车概念;无人机;军工;融资融券,300438.SZ,33,300438
