所属概念,market_code,所属概念数量,code,股票代码
物联网;智能物流;一带一路;人民币贬值受益;核电;医疗器械概念;天然气;深股通;融资融券,33,9,301559,301559.SZ
芯片概念;星闪概念;人形机器人;WiFi 6;机器人概念;阿里巴巴概念;电力物联网;智能电网;融资融券,17,9,688259,688259.SH
算力租赁;人工智能;东数西算(算力);数据中心;垃圾分类;土壤修复;新型城镇化;污水处理;乡村振兴;芯片概念;固废处理;深股通;融资融券,33,13,301259,301259.SZ
物业管理;统一大市场;国企改革;冷链物流;跨境电商;智能物流;绿色电力;一带一路;天然气;粤港澳大湾区;车联网(车路协同);国产航母;专精特新;海工装备;储能;深股通,33,16,002314,002314.SZ
AI应用;高铁;阿里巴巴概念;车联网(车路协同);融资融券;网络安全;算力租赁;物业管理;智慧灯杆;智慧城市;数据中心;数字经济;抖音概念(字节概念);安防;华为概念;区块链;养老概念;信创;人工智能;东数西算(算力);专精特新;5G,151,22,920924,920924.BJ
新型工业化;高端装备;中俄贸易概念;机器人概念;数字经济;沪股通;融资融券,17,7,603135,603135.SH
先进封装;家用电器;机器人概念;空气能热泵;创投,17,5,603726,603726.SH
锂电池概念;3D打印;新能源汽车;高端装备;固态电池;融资融券,17,6,603527,603527.SH
数字货币;移动支付;跨境支付(CIPS);无人零售;数字经济;物业管理;旅游概念;数据要素;京津冀一体化;腾讯概念;阿里巴巴概念;国企改革;人工智能;无人驾驶;芯片概念;AI应用;汽车芯片;沪股通;融资融券,17,19,603123,603123.SH
物业管理;互联网金融;京津冀一体化;文化传媒概念;深股通,33,5,000882,000882.SZ
商业航天;卫星导航;6G概念;无人机;低空经济;WiFi 6;毫米波雷达;同花顺果指数;柔性屏(折叠屏);车联网(车路协同);芯片概念;5G;智能音箱;虚拟现实;华为概念;无线充电;物联网;智能穿戴;AI眼镜;机器人概念;富士康概念;消费电子概念;苹果概念;特斯拉概念;汽车电子;无线耳机;海峡两岸;粤港澳大湾区;一带一路;回购增持再贷款概念;人民币贬值受益;深股通;融资融券,33,33,300136,300136.SZ
C2M概念;人民币贬值受益;智能家居;跨境电商;回购增持再贷款概念;独角兽概念;鸿蒙概念;沪股通,17,8,603313,603313.SH
存储芯片;PCB概念;苹果概念;芯片概念;同花顺果指数;消费电子概念;比亚迪概念;新能源汽车;无线耳机;特斯拉概念;智能穿戴;新型工业化;锂电池概念;光伏概念;长三角一体化;人工智能;融资融券;沪股通,17,18,603283,603283.SH
智慧灯杆;传感器;专精特新;换电概念;新能源汽车;充电桩;储能;人民币贬值受益;回购增持再贷款概念,33,9,300582,300582.SZ
新型工业化;机器人概念;高端装备;专精特新;信创;深股通;融资融券,33,7,301633,301633.SZ
文化传媒概念;手机游戏;NFT概念;网络游戏;虚拟数字人;多模态AI;IP经济(谷子经济);ChatGPT概念;元宇宙;腾讯概念;独角兽概念;虚拟现实;人工智能;跨境电商;三胎概念;智能穿戴;乡村振兴;回购增持再贷款概念;深股通;融资融券,33,20,002292,002292.SZ
AI PC;富士康概念;PCB概念;MiniLED;5G;汽车电子;数据中心;英伟达概念;6G概念;小米概念;新能源汽车;华为概念;华为数字能源;人民币贬值受益;抖音概念(字节概念);深股通;融资融券,33,17,002913,002913.SZ
专精特新;2025年报预增;创投;有机硅概念;参股银行;合成生物;参股券商;证金持股;融资融券,33,9,002054,002054.SZ
光刻胶;OLED;芯片概念;专精特新;有机硅概念;比亚迪概念;军工;光伏概念;新能源汽车;核电;高铁,33,11,300200,300200.SZ
人形机器人;比亚迪概念;新能源汽车;专精特新;机器人概念;储能;医疗器械概念;一带一路;深股通;融资融券,33,10,301538,301538.SZ
智慧政务;数据要素;车联网(车路协同);时空大数据;智慧城市;信创;百度概念;DeepSeek概念;腾讯概念;数据确权;数字孪生;多模态AI;低空经济;国资云;华为概念;智慧灯杆;房屋检测;无人驾驶;无人机;智能物流;同花顺新质50;水利;粤港澳大湾区;高铁;雄安新区;新型城镇化;建筑节能;地下管网;深圳国企改革;PPP概念;充电桩;国企改革;虚拟电厂;深股通;融资融券,33,35,301091,301091.SZ
一体化压铸;人民币贬值受益;新能源汽车;锂电池概念;动力电池回收;宁德时代概念;融资融券,17,7,603335,603335.SH
创新药;2025年报预增;沪股通;融资融券,17,4,688091,688091.SH
数字货币;跨境支付(CIPS);网络安全;鸿蒙概念;数据确权;数据安全;信创;车联网(车路协同);智慧政务;区块链;物联网;华为鲲鹏;华为概念;量子科技;阿里巴巴概念;数字经济;DeepSeek概念;低空经济;专精特新;人形机器人;芯片概念;商业航天;沪股通;融资融券,17,24,688489,688489.SH
减速器;工业母机;人形机器人;新型工业化;新能源汽车;比亚迪概念;机器人概念;传感器;高端装备;工业互联网;军工;航空发动机;风电;国企改革;西部大开发;深股通;融资融券,33,17,000837,000837.SZ
高铁;一带一路;无人驾驶;储能;电子纸;融资融券,33,6,300923,300923.SZ
固态电池;锂电池概念;比亚迪概念;核电;粤港澳大湾区;无人机;深股通,33,7,002882,002882.SZ
5G;可控核聚变;军工;航空发动机;芯片概念;无人机;军民融合;第三代半导体;东数西算(算力);先进封装;华为概念;核电;无人驾驶;信创;光刻机;特高压;智慧城市;2025年报预增;智能电网;DeepSeek概念;柔性直流输电;风电;西部大开发;虚拟电厂;沪股通;融资融券,17,26,600353,600353.SH
电子身份证;数字货币;数据确权;移动支付;智慧政务;信创;跨境支付(CIPS);人脸识别;区块链;数据安全;鸿蒙概念;数据要素;华为概念;数字经济;物联网;食品安全;智能音箱;DeepSeek概念;人工智能;粤港澳大湾区;智能医疗;华为海思概念股;机器视觉;工业互联网;消费电子概念;拼多多概念;专精特新;智能电网;机器人概念;智能物流;芯片概念;军工;中俄贸易概念;2026一季报预增;深股通,33,35,300531,300531.SZ
乡村振兴;数字乡村;AI应用;AI智能体;鸿蒙概念;融资融券;虚拟现实;虚拟数字人;芯片概念;职业教育;网络安全;空间计算;智能医疗;智慧城市;智慧政务;数据要素;数据安全;数据中心;数字经济;数字孪生;多模态AI;华为鲲鹏;华为概念;华为昇腾;信创;元宇宙;人工智能;云计算;东数西算(算力);专精特新;AIGC概念;DeepSeek概念,151,32,920207,920207.BJ
长安汽车概念;燃料电池;新能源汽车;军工;氢能源;摘帽,17,6,600303,600303.SH
MiniLED;MicroLED概念;柔性屏(折叠屏);汽车电子;智能穿戴;消费电子概念;富士康概念;OLED;先进封装;小米概念;机器视觉;芯片概念;虚拟现实;智能家居;无人驾驶;机器人概念;华为概念;粤港澳大湾区;无人机;低空经济;固态电池;回购增持再贷款概念;广东自贸区;深股通,33,24,002845,002845.SZ
AI应用;AIGC概念;手机游戏;文化传媒概念;网络游戏;抖音概念(字节概念);百度概念;职业教育;IP经济(谷子经济);人工智能;虚拟现实;英伟达概念;深股通;融资融券,33,14,300315,300315.SZ
专精特新;机器人概念;人形机器人;AI应用;创投;海工装备;光伏概念;光伏建筑一体化;风电;特钢概念;细胞免疫治疗;TOPCON电池;国企改革,17,13,603028,603028.SH
共封装光学(CPO);富士康概念;铜缆高速连接;华为海思概念股;6G概念;F5G概念;5G;消费电子概念;智能穿戴;新型烟草(电子烟);小米概念;光伏概念;比亚迪概念;华为概念;无人驾驶;新能源汽车;华为汽车;长安汽车概念;2025年报预增;人民币贬值受益;深股通;融资融券,33,22,002897,002897.SZ
智能穿戴;虚拟现实;华为概念;小米概念;5G;柔性屏(折叠屏);消费电子概念;新型工业化;华为手机;机器人概念;6G概念;军工;芯片概念;3D打印;人工智能;空间计算;特斯拉概念;元宇宙;新能源汽车;粤港澳大湾区;苹果概念;新型烟草(电子烟);工业母机;创投;云游戏;职业教育;在线教育;AIGC概念;锂电池概念;文化传媒概念;氢能源;国企改革;深股通;股权转让(并购重组);融资融券,33,35,300134,300134.SZ
储能;2025年报预增;氢能源;碳中和;超超临界发电;融资融券,17,6,688501,688501.SH
中俄贸易概念;冷链物流;统一大市场;一带一路;跨境电商;西部大开发;新疆振兴,33,7,002800,002800.SZ
Sora概念(文生视频);快手概念;小红书概念;AI语料;Web3.0;短剧游戏;ChatGPT概念;AIGC概念;虚拟数字人;多模态AI;数据确权;抖音概念(字节概念);AI智能体;在线教育;文化传媒概念;云计算;手机游戏;百度概念;数据要素;腾讯概念;信创;元宇宙;网络游戏;电子竞技;IP经济(谷子经济);算力租赁;DeepSeek概念;数字经济;人工智能;智能医疗;东数西算(算力);虚拟现实;数字孪生;MR(混合现实);跨境电商;AI应用;机器视觉;机器人概念;乡村振兴;芯片概念;人形机器人;深股通;融资融券,33,43,002354,002354.SZ
化肥;民爆概念;生态农业;氢能源;燃料电池;国企改革;光伏概念;煤化工概念;新能源汽车;军工;军民融合;股权转让(并购重组);融资融券,33,13,002783,002783.SZ
共封装光学(CPO);光纤概念;汽车芯片;5G;芯片概念;数据中心;西部大开发;沪股通;融资融券,17,9,688498,688498.SH
锂电池概念;2025年报预增;长三角一体化;芯片概念;食品安全;海峡两岸;创投,33,7,002787,002787.SZ
数字货币;移动支付;跨境支付(CIPS);蚂蚁集团概念;电子身份证;区块链;智慧政务;鸿蒙概念;人脸识别;AI智能体;数字经济;DeepSeek概念;虚拟数字人;AIGC概念;腾讯概念;多模态AI;人工智能;AI语料;安防;物联网;跨境电商;参股保险;AI应用;汽车电子;储能;2025年报预增;深股通;融资融券,33,28,300130,300130.SZ
乳业;绿色电力;生态农业;冷链物流;乡村振兴;跨境电商;西部大开发;三胎概念;光伏概念;一带一路;智慧城市;数字经济;文化传媒概念;融资融券,33,14,002329,002329.SZ
短剧游戏;AIGC概念;虚拟数字人;文化传媒概念;智慧政务;百度概念;国资云;DeepSeek概念;人工智能;西部大开发;国企改革;融资融券,33,12,300987,300987.SZ
新能源汽车;芯片概念;人民币贬值受益;中芯国际概念;动力电池回收;融资融券,33,6,301322,301322.SZ
MicroLED概念;MiniLED;WiFi 6;F5G概念;共封装光学(CPO);第三代半导体;5G;光纤概念;富士康概念;拼多多概念;汽车芯片;先进封装;短剧游戏;智能音箱;PCB概念;消费电子概念;抖音概念(字节概念);芯片概念;AI应用;小米概念;AIGC概念;阿里巴巴概念;数据中心;鸿蒙概念;智能家居;粤港澳大湾区;人民币贬值受益;深圳国企改革;国企改革;深股通;融资融券,33,31,002429,002429.SZ
柔性直流输电;特高压;抽水蓄能;智能电网;风电;核电;绿色电力;沪股通;融资融券,17,9,603530,603530.SH
养老概念;IP经济(谷子经济);空间计算;AIGC概念;人工智能;AI智能体;小红书概念;智能物流;智能家居;虚拟现实;海峡两岸;机器人概念;MR(混合现实),33,13,300616,300616.SZ
体育产业;三胎概念;养老概念;共享单车;医疗器械概念;海峡两岸;人民币贬值受益;两轮车;小米概念,33,9,002105,002105.SZ
特高压;智能电网;钒电池;碳交易;储能;碳中和;央企国企改革;国企改革;物联网;参股券商;信托概念;期货概念;沪股通;融资融券,17,14,600517,600517.SH
物联网;无人驾驶;电子竞技;水利;创投;拼多多概念;阿里巴巴概念;5G;芯片概念;毫米波雷达;WiFi 6;光纤概念;手机游戏;股权转让(并购重组),33,14,300710,300710.SZ
柔性直流输电;特高压;智能电网;光伏概念;硅能源;一带一路;化债概念(AMC概念);回购增持再贷款概念;国企改革;沪股通;融资融券,17,11,601700,601700.SH
中芯国际概念;存储芯片;科创次新股;芯片概念;注册制次新股;高端装备;国企改革;新股与次新股;融资融券,17,9,688729,688729.SH
大飞机;成飞概念;商业航天;军民融合;卫星导航;国产航母;军工;6G概念;无人机;低空经济;可控核聚变;量子科技;核电;铜缆高速连接;光纤概念;5G;车联网(车路协同);无人驾驶;换电概念;机器人概念;充电桩;数据中心;特斯拉概念;新能源汽车;液冷服务器;华为概念;专精特新;比亚迪概念;光伏概念;芯片概念;智能电网;储能;高压快充;共封装光学(CPO);国企改革;深股通;融资融券;中字头股票,33,38,002179,002179.SZ
代糖概念;玉米;合成生物;国企改革;沪股通;融资融券,17,6,600866,600866.SH
智能电网;风电;充电桩;储能;光伏概念;高铁;海工装备;化债概念(AMC概念);智慧城市;高端装备;机器人概念;创投;5G;物业管理;上海自贸区;融资融券,33,16,002451,002451.SZ
芯片概念;2025年报预增;专精特新;沪股通,17,4,603061,603061.SH
草甘膦;央企国企改革;乡村振兴;国企改革;同花顺出海50;人民币贬值受益;沪股通;融资融券,17,8,600486,600486.SH
换电概念;充电桩;储能;新能源汽车;机器人概念;无人机;专精特新;高压快充;一带一路;宁德时代概念;人工智能;回购增持再贷款概念;新疆振兴;沪股通;融资融券,17,15,600212,600212.SH
小红书概念;文化传媒概念;AIGC概念;抖音概念(字节概念);腾讯概念;数据要素;数字经济;华为概念;融资融券,33,9,301102,301102.SZ
高铁;军民融合;飞行汽车(eVTOL);军工;低空经济;农机;无人机;航空发动机;高端装备;核污染防治;机器人概念;传感器;雅下水电概念;工业互联网;数字经济;人工智能;一带一路;国企改革;5G;人民币贬值受益;消费电子概念;锂电池概念;深股通;页岩气;融资融券,33,25,002097,002097.SZ
共封装光学(CPO);液冷服务器;芯片概念;2025年报预增;无人机;新能源汽车;商业航天;核电;人形机器人;高铁;光伏概念;低空经济;机器人概念;锂电池概念;风电;共同富裕示范区;绿色电力;融资融券,17,18,688379,688379.SH
芯片概念;消费电子概念;注册制次新股;专精特新;物联网;人工智能;深股通;新股与次新股;融资融券,33,9,301678,301678.SZ
