所属概念,market_code,所属概念数量,股票代码,code
体育产业;NFT概念;IP经济(谷子经济);职业教育;AIGC概念;在线教育;多模态AI;Web3.0;虚拟现实;百度概念;人工智能;数字经济;低空经济;无人驾驶;回购增持再贷款概念;AI应用,33,16,002858.SZ,002858
医疗器械概念;回购增持再贷款概念;融资融券,33,3,301188.SZ,301188
钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;比亚迪概念;2025年报预增;仿制药一致性评价;猴痘概念;合成生物;流感;深股通;融资融券,33,13,301246.SZ,301246
光纤概念;5G;液冷服务器;数据中心;物联网;智慧灯杆;太赫兹;数字孪生;储能;粤港澳大湾区;锂电池概念,33,11,300565.SZ,300565
钙钛矿电池;HJT电池;商业航天;大飞机;光伏概念;碳纤维;核电;军工;军民融合;无人机;低空经济;飞行汽车(eVTOL);风电;柔性屏(折叠屏);动力电池回收;芯片概念;超超临界发电;OLED;盐湖提锂;污水处理;PPP概念;融资融券;深股通,33,23,300263.SZ,300263
AI智能体;人工智能;创投;上海国企改革;机器人概念;宠物经济;参股券商;体育产业;国企改革;参股银行;人形机器人;证金持股;沪股通;融资融券,17,14,600826.SH,600826
专精特新;高端装备;碳纤维;融资融券,33,4,001395.SZ,001395
卫星导航;商业航天;军工;智慧政务;智慧城市;国产操作系统;数字乡村;华为欧拉;华为昇腾;网络安全;信创;华为鲲鹏;数字经济;数据要素;数据安全;人工智能;AI智能体;华为盘古;云计算;MLOps概念;DeepSeek概念;物联网;东数西算(算力);华为概念;阿里巴巴概念;AIGC概念;智谱AI;5G;电力物联网;西部大开发;华为数字能源;智能电网;碳交易;ST板块;特高压;AI应用,33,36,300366.SZ,300366
医疗器械概念,17,1,603880.SH,603880
存储芯片;芯片概念;专精特新;数据中心;东数西算(算力);卫星导航;军工;信创;军工信息化;数据安全;国产操作系统;云计算;深股通;融资融券,33,14,300302.SZ,300302
MCU芯片;汽车芯片;无线耳机;智能穿戴;芯片概念;星闪概念;华为海思概念股;消费电子概念;小米概念;汽车电子;传感器;第三代半导体;5G;存储芯片;物联网;华为概念;数据中心;车联网(车路协同);机器人概念;OLED;液冷服务器;智能家居;比亚迪概念;ETC;6G概念;特斯拉概念;PCB概念;电力物联网;人工智能;独角兽概念;腾讯概念;光伏概念;智能电网;2025年报预增;跨境电商;融资融券;深股通,33,37,300184.SZ,300184
汽车芯片;MCU芯片;AI眼镜;芯片概念;消费电子概念;智能穿戴;小米概念;5G;专精特新;比亚迪概念;机器人概念;物联网;华为概念;人民币贬值受益;卫星导航;抖音概念(字节概念);融资融券;沪股通,17,18,688798.SH,688798
卫星导航;军工信息化;商业航天;时空大数据;网络安全;信创;车联网(车路协同);军民融合;无人机;军工;财税数字化;智慧政务;华为鲲鹏;芯片概念;东数西算(算力);数据要素;华为概念;智慧城市;大飞机;区块链;独角兽概念;物联网;人工智能;数字孪生;算力租赁;DeepSeek概念;数字经济;腾讯概念;云游戏;数据中心;京津冀一体化;智能医疗;光伏概念;光伏建筑一体化;深股通;AI应用;融资融券,33,37,300324.SZ,300324
基因测序;猴痘概念;阿尔茨海默概念;CRO概念;流感;重组蛋白;合成生物;减肥药;人工智能;军工信息化;沪股通;融资融券,17,12,688105.SH,688105
芯片概念;工业互联网;智慧城市;央企国企改革;人民币贬值受益;房屋检测;国企改革;中芯国际概念;沪股通;股权转让(并购重组),17,10,600962.SH,600962
虚拟现实;华为概念;智能穿戴;IP经济(谷子经济);AI眼镜;小米概念;消费电子概念;粤港澳大湾区;眼科医疗;深股通,33,10,300622.SZ,300622
光刻胶;先进封装;芯片概念;PCB概念;专精特新;创投;深股通;融资融券,33,8,300429.SZ,300429
物业管理;雄安新区;特色小镇;中俄贸易概念;创投;网红经济;抖音概念(字节概念),33,7,002494.SZ,002494
华为盘古;ERP概念;华为鲲鹏;华为昇腾;鸿蒙概念;网络安全;智慧政务;信创;区块链;数据安全;云计算;国资云;数据确权;智慧城市;互联网金融;算力租赁;东数西算(算力);阿里巴巴概念;百度概念;数字经济;腾讯概念;DeepSeek概念;智谱AI;人工智能;车联网(车路协同);抖音概念(字节概念);华为概念;工业互联网;数据中心;京津冀一体化;充电桩;物业管理;参股银行;国企改革;冷链物流;绿色电力;深股通;AI应用;融资融券,33,39,000158.SZ,000158
无线耳机;智能穿戴;消费电子概念;虚拟现实;苹果概念;机器人概念;无人机;人民币贬值受益;医疗器械概念;储能;一带一路,33,11,002981.SZ,002981
存储芯片;先进封装;OLED;芯片概念;回购增持再贷款概念;数据中心;绿色电力;光伏建筑一体化;国企改革;沪股通;融资融券,17,11,600667.SH,600667
存储芯片;中芯国际概念;汽车芯片;芯片概念;无线耳机;消费电子概念;汽车电子;AI眼镜;智能穿戴;小米概念;智能座舱;专精特新;新型烟草(电子烟);比亚迪概念;数据中心;人民币贬值受益;特斯拉概念;华为概念;沪股通;融资融券,17,20,688123.SH,688123
小红书概念;快手概念;Sora概念(文生视频);短剧游戏;智谱AI;Web3.0;AIGC概念;ChatGPT概念;虚拟数字人;多模态AI;NFT概念;文化传媒概念;抖音概念(字节概念);AI智能体;阿里巴巴概念;百度概念;腾讯概念;元宇宙;数据要素;蚂蚁集团概念;网红经济;IP经济(谷子经济);DeepSeek概念;人工智能;AI应用;MR(混合现实);华为概念;跨境电商;粤港澳大湾区;股权转让(并购重组);融资融券;深股通,33,32,300781.SZ,300781
汽车芯片;星闪概念;WiFi 6;卫星导航;芯片概念;小米概念;5G;无人机;消费电子概念;低空经济;汽车电子;机器人概念;专精特新;比亚迪概念;新能源汽车;人民币贬值受益;京津冀一体化;回购增持再贷款概念;沪股通;融资融券,17,20,688153.SH,688153
PEEK材料;汽车热管理;碳纤维;新能源汽车;人形机器人;特斯拉概念;比亚迪概念;3D打印;可降解塑料;家用电器;机器人概念;专精特新;充电桩;高铁;储能;特高压;小米概念;无人机;毫米波雷达;低空经济;回购增持再贷款概念;5G;2025年报预增,33,23,300644.SZ,300644
央企国企改革;核电;国企改革;碳中和;证金持股,33,5,002066.SZ,002066
流感;肝炎概念;猴痘概念;幽门螺杆菌概念;宠物经济;医疗器械概念;创投;沪股通;融资融券,17,9,603387.SH,603387
智能物流;国企改革;长安汽车概念;无人驾驶;新能源汽车;融资融券;沪股通,17,7,600609.SH,600609
仿制药一致性评价;民营医院;阿尔茨海默概念;创新药;流感;CRO概念;西部大开发,17,7,603669.SH,603669
网络安全;智慧政务;云计算;互联网金融;数据安全;华为欧拉;ST板块;数据要素;抖音概念(字节概念);DeepSeek概念;信创;东数西算(算力);人工智能;量子科技;百度概念;AI智能体;物联网;华为概念;军工;快手概念;数据中心;AI应用;股权转让(并购重组),33,23,300419.SZ,300419
2025年报预增;创新药;眼科医疗;医药电商;民营医院;智能医疗;融资融券;深股通,33,8,300573.SZ,300573
环氧丙烷;水泥概念;建筑节能;医疗器械概念;深股通;融资融券,33,6,002165.SZ,002165
垃圾分类;军民融合;军工;钠离子电池;智慧城市;绿色电力;锂电池概念;固态电池;专精特新;拼多多概念;超超临界发电;文化传媒概念;腾讯概念;数据要素;阿里巴巴概念;百度概念;抖音概念(字节概念),33,17,002591.SZ,002591
统一大市场;冷链物流;智能物流;自由贸易港;长三角一体化;国企改革;医疗器械概念;一带一路;换电概念;新能源汽车;机器人概念;上海自贸区;苹果概念,17,13,603648.SH,603648
存储芯片;先进封装;汽车芯片;芯片概念;汽车电子;2025年报预增;锂电池概念;创投;固废处理;国企改革;融资融券;深股通,33,12,002077.SZ,002077
预制菜;职业教育;独角兽概念;西部大开发;国企改革;深股通,33,6,000721.SZ,000721
维生素;跨境电商;医美概念;专精特新;人造肉;西部大开发;化肥,33,7,300239.SZ,300239
华为海思概念股;星闪概念;安防;元宇宙;抖音概念(字节概念);华为概念;汽车电子;AI眼镜;苹果概念;小米概念;卫星导航;DeepSeek概念;无人机;数据中心;机器人概念;ST板块;比亚迪概念;商业航天;芯片概念;共封装光学(CPO);专精特新;海工装备,33,22,300460.SZ,300460
乳业;白酒概念;三胎概念;跨境电商;幽门螺杆菌概念,17,5,605388.SH,605388
物业管理;垃圾分类;雄安新区;国企改革;京津冀一体化;军民融合;创投,17,7,600463.SH,600463
共同富裕示范区;专精特新;5G,17,3,603321.SH,603321
医疗器械概念;人民币贬值受益,17,2,603309.SH,603309
文化传媒概念;小红书概念;抖音概念(字节概念);网红经济;数据要素;旅游概念;华为概念;上海自贸区,17,8,603729.SH,603729
特高压;储能;可控核聚变;氢能源;比亚迪概念;汽车热管理;抽水蓄能;新型工业化;锂电池概念;固态电池;一带一路;回购增持再贷款概念;无人机;央企国企改革;无人驾驶;国企改革;房屋检测;沪股通;中字头股票;融资融券,17,20,688128.SH,688128
人形机器人;新型工业化;机器人概念;智能医疗;专精特新;工业互联网;医疗器械概念;智能物流;高端装备;中俄贸易概念;3D打印;创投;黑龙江自贸区;污水处理;深股通;融资融券,33,16,002698.SZ,002698
融资融券;体育产业;环氧丙烷,151,3,920261.BJ,920261
科创次新股;细胞免疫治疗;减肥药;创新药;注册制次新股;新股与次新股;融资融券,17,7,688759.SH,688759
高铁;一带一路;西部大开发;新能源汽车;国企改革;央企国企改革;融资融券,17,7,688285.SH,688285
维生素;基因测序;肝炎概念;仿制药一致性评价;医药电商;创新药;民营医院;2025年报预增;黑龙江自贸区;深股通;融资融券,33,11,002437.SZ,002437
人形机器人;柔性屏(折叠屏);消费电子概念;新能源汽车;小米概念;专精特新;机器人概念;长安汽车概念;华为概念;2025年报预增;建筑节能;有机硅概念;锂电池概念;一带一路;足球概念;融资融券,33,16,300980.SZ,300980
智能电网;高铁;专精特新;光伏概念;物联网;无人驾驶;融资融券,33,7,301386.SZ,301386
创新药;仿制药一致性评价;医药电商;幽门螺杆菌概念;流感;融资融券;深股通,33,7,002755.SZ,002755
数字经济;时空大数据;数据要素;军工;智慧城市;跨境电商;卫星导航;创投;物联网;碳中和;粤港澳大湾区;一带一路;智能物流;中俄贸易概念;航运概念;广东自贸区;统一大市场,33,17,300350.SZ,300350
脑机接口;芬太尼;辅助生殖;猴痘概念;医疗器械概念;幽门螺杆菌概念;肝炎概念;流感;人民币贬值受益;沪股通;融资融券,17,11,688767.SH,688767
电子身份证;华为鲲鹏;数据安全;数字货币;网络安全;Web3.0;信创;云办公;智慧政务;量子科技;军工信息化;云计算;AI智能体;移动支付;鸿蒙概念;区块链;阿里巴巴概念;百度概念;车联网(车路协同);智慧城市;DeepSeek概念;人工智能;华为概念;低空经济;汽车芯片;MCU芯片;军工;无人机;芯片概念;专精特新;一带一路;新疆振兴,17,32,603232.SH,603232
人形机器人;比亚迪概念;机器人概念;商业航天;人民币贬值受益;军工;石墨烯;安防;海工装备;体育产业;深股通;融资融券,33,12,300952.SZ,300952
储能;新能源汽车;特斯拉概念;长三角一体化;一带一路;液冷服务器;数据中心;创投;融资融券,33,9,002328.SZ,002328
数字水印;华为鲲鹏;数据安全;财税数字化;信创;国产操作系统;网络安全;数字货币;云计算;智慧政务;量子科技;云办公;鸿蒙概念;军工信息化;互联网金融;区块链;智谱AI;华为盘古;智慧城市;DeepSeek概念;ChatGPT概念;语音技术;人工智能;低空经济;百度概念;华为概念;安防;物联网;军工;工业互联网;军民融合;商业航天;智能家居;脑机接口;深股通;融资融券,33,36,300352.SZ,300352
新能源汽车;融资融券;无人驾驶;专精特新;充电桩;百度概念,151,6,920436.BJ,920436
柔性直流输电;智能电网;虚拟电厂;电力物联网;华为数字能源;风电;高压快充;光伏建筑一体化;换电概念;绿色电力;充电桩;光伏概念;钒电池;碳中和;储能;新疆振兴;海工装备;一带一路;高端装备;锂电池概念;京津冀一体化;数据中心;固态电池;数字孪生;长安汽车概念;工业互联网;数字经济;新能源汽车;人工智能;2025年报预增;机器人概念;华为概念;比亚迪概念;东数西算(算力);股权转让(并购重组);深股通,33,36,300444.SZ,300444
在线教育;人工智能;职业教育;AI应用;2025年报预增;西部大开发;融资融券;深股通,33,8,300492.SZ,300492
家用电器;粤港澳大湾区;WiFi 6;新型工业化;F5G概念;汽车电子;5G;专精特新;新能源汽车;融资融券,33,10,301314.SZ,301314
脑机接口;医疗器械概念;语音技术;养老概念;电子竞技;智能家居;人工智能;跨境电商;家用电器;专精特新;粤港澳大湾区;传感器;海峡两岸;智能穿戴;DeepSeek概念;腾讯概念;IP经济(谷子经济);中俄贸易概念;虚拟数字人;新疆振兴;新能源汽车;一带一路;回购增持再贷款概念;融资融券,17,24,688793.SH,688793
第三代半导体;芯片概念;消费电子概念;专精特新;液冷服务器;车联网(车路协同);人民币贬值受益;粤港澳大湾区;深股通,33,9,300689.SZ,300689
小米汽车;新能源汽车;特斯拉概念;沪股通,17,4,605319.SH,605319
商业航天;同花顺果指数;TOPCON电池;AI手机;智能座舱;3D打印;元宇宙;虚拟现实;智能穿戴;人形机器人;AI眼镜;华为概念;传感器;特斯拉概念;柔性屏(折叠屏);小米概念;减速器;新型工业化;机器人概念;小米汽车;OLED;蚂蚁集团概念;比亚迪概念;工业互联网;消费电子概念;无线耳机;汽车电子;光伏概念;苹果概念;新型烟草(电子烟);新能源汽车;液冷服务器;宁德时代概念;充电桩;智能家居;智能物流;人民币贬值受益;回购增持再贷款概念;同花顺漂亮100;深股通;融资融券,33,41,300433.SZ,300433
特斯拉概念;汽车电子,17,2,603159.SH,603159
汽车芯片;第三代半导体;中芯国际概念;MCU芯片;芯片概念;消费电子概念;AI眼镜;光伏概念;传感器;5G;比亚迪概念;新能源汽车;储能;机器人概念;数据中心;无人驾驶;充电桩;智能电网;特高压;沪股通;融资融券,17,21,688469.SH,688469
