market_code,股票代码,code,所属概念数量,所属概念
17,600516.SH,600516,14,可控核聚变;石墨电极;石墨烯;钠离子电池;核电;锂电池概念;固态电池;碳纤维;西部大开发;工业互联网;参股银行;人工智能;沪股通;融资融券
17,601728.SH,601728,21,同花顺中特估100;高股息精选;国企改革;央企国企改革;国资云;数据要素;DeepSeek概念;区块链;云计算;AI应用;量子科技;卫星导航;物联网;商业航天;6G概念;中国AI 50;数据中心;5G;中字头股票;融资融券;沪股通
17,688678.SH,688678,14,富士康概念;消费电子概念;人形机器人;特斯拉概念;比亚迪概念;苹果概念;机器人概念;新能源汽车;光伏概念;TOPCON电池;海峡两岸;医疗器械概念;沪股通;融资融券
33,000783.SZ,000783,4,期货概念;2025年报预增;深股通;融资融券
33,300283.SZ,300283,15,智能电网;消费电子概念;PCB概念;专精特新;工业母机;芯片概念;数据中心;比亚迪概念;新能源汽车;第三代半导体;储能;锂电池概念;医疗器械概念;光伏建筑一体化;固态电池
17,688073.SH,688073,4,人民币贬值受益;回购增持再贷款概念;沪股通;融资融券
17,688253.SH,688253,11,智能医疗;猴痘概念;辅助生殖;阿尔茨海默概念;幽门螺杆菌概念;重组蛋白;流感;肝炎概念;医药电商;沪股通;融资融券
33,301004.SZ,301004,7,三胎概念;C2M概念;跨境电商;人民币贬值受益;回购增持再贷款概念;深股通;融资融券
33,300583.SZ,300583,4,辅助生殖;肝炎概念;维生素;合成生物
33,000999.SZ,000999,10,禽流感;流感;医药电商;创新药;深股通;融资融券;绿色电力;国企改革;央企国企改革;股权转让(并购重组)
17,603082.SH,603082,12,新型工业化;机器人概念;人形机器人;智能物流;军工;冷链物流;数字孪生;京津冀一体化;国企改革;央企国企改革;沪股通;融资融券
17,600346.SH,600346,7,煤化工概念;可降解塑料;锂电池概念;PET铜箔;同花顺漂亮100;沪股通;融资融券
33,300276.SZ,300276,18,新型工业化;机器人概念;长安汽车概念;特斯拉概念;比亚迪概念;无人驾驶;车联网(车路协同);工业互联网;军工;高端装备;智能物流;专精特新;芯片概念;人工智能;宁德时代概念;智能电网;融资融券;深股通
33,002207.SZ,002207,6,俄乌冲突概念;页岩气;天然气;新疆振兴;西部大开发;国企改革
17,688326.SH,688326,21,智能座舱;毫米波雷达;无人驾驶;车联网(车路协同);商业航天;飞行汽车(eVTOL);低空经济;汽车电子;小米汽车;长安汽车概念;百度概念;华为概念;比亚迪概念;机器人概念;虚拟现实;DeepSeek概念;大飞机;新能源汽车;回购增持再贷款概念;汽车热管理;融资融券
33,002482.SZ,002482,11,建筑节能;装配式建筑;深圳国企改革;新型城镇化;光伏建筑一体化;体育产业;国企改革;粤港澳大湾区;智能家居;DeepSeek概念;深股通
33,300869.SZ,300869,13,幽门螺杆菌概念;医药电商;医疗器械概念;宠物经济;三胎概念;养老概念;智能医疗;血氧仪;跨境电商;人民币贬值受益;智能穿戴;深股通;融资融券
17,600645.SH,600645,10,细胞免疫治疗;基因测序;辅助生殖;重组蛋白;创新药;牙科医疗;肝炎概念;独角兽概念;融资融券;沪股通
33,002981.SZ,002981,12,人民币贬值受益;智能音箱;医疗器械概念;机器人概念;一带一路;虚拟现实;智能穿戴;无线耳机;无人机;消费电子概念;储能;苹果概念
17,600199.SH,600199,5,白酒概念;啤酒概念;国企改革;融资融券;沪股通
17,600876.SH,600876,7,光热发电;光伏概念;碳中和;央企国企改革;国企改革;沪股通;融资融券
33,301631.SZ,301631,12,人形机器人;华为汽车;新能源汽车;粤港澳大湾区;低空经济;数据中心;宁德时代概念;储能;锂电池概念;固态电池;深股通;融资融券
33,002660.SZ,002660,20,智慧灯杆;换电概念;粤港澳大湾区;机器人概念;充电桩;创投;比亚迪概念;柔性屏(折叠屏);体育产业;消费电子概念;储能;5G;光伏概念;数字乡村;区块链;OLED;第三代半导体;国企改革;绿色电力;知识产权保护
17,603859.SH,603859,29,智谱AI;ChatGPT概念;AIGC概念;AI智能体;军工信息化;云计算;信创;数据要素;人工智能;DeepSeek概念;东数西算(算力);商业航天;数字孪生;数字经济;华为概念;军民融合;AI应用;航空发动机;5G;军工;大飞机;工业互联网;新型工业化;京津冀一体化;人形机器人;高端装备;核电;比亚迪概念;沪股通
151,920445.BJ,920445,5,海峡两岸;人民币贬值受益;跨境电商;融资融券;一带一路
33,300648.SZ,300648,24,华为概念;鸿蒙概念;人工智能;消费电子概念;专精特新;福建自贸区;小米汽车;比亚迪概念;海峡两岸;高压快充;华为汽车;人形机器人;新能源汽车;宁德时代概念;充电桩;海工装备;燃料电池;虚拟电厂;储能;两轮车;锂电池概念;固态电池;深股通;融资融券
17,600707.SH,600707,6,OLED;国企改革;西部大开发;人民币贬值受益;融资融券;沪股通
151,920225.BJ,920225,14,地下管网;中俄贸易概念;液冷服务器;海工装备;核电;食品安全;融资融券;数据中心;页岩气;人民币贬值受益;白酒概念;高端装备;军工;专精特新
17,601949.SH,601949,12,知识产权保护;NFT概念;文化传媒概念;虚拟数字人;数据要素;数字经济;国企改革;一带一路;同花顺中特估100;沪股通;中字头股票;融资融券
17,601068.SH,601068,10,盐湖提锂;稀土永磁;中字头股票;央企国企改革;国企改革;一带一路;PPP概念;高端装备;沪股通;融资融券
17,601600.SH,601600,13,中字头股票;小金属概念;稀土永磁;俄乌冲突概念;同花顺中特估100;央企国企改革;锂电池概念;国企改革;证金持股;风电;沪股通;融资融券;乡村振兴
17,603598.SH,603598,22,快手概念;短剧游戏;小红书概念;AIGC概念;AI应用;多模态AI;文化传媒概念;抖音概念(字节概念);虚拟数字人;拼多多概念;AI智能体;腾讯概念;阿里巴巴概念;百度概念;元宇宙;数据要素;鸿蒙概念;人工智能;DeepSeek概念;网红经济;华为概念;京津冀一体化
17,600650.SH,600650,13,网约车;旅游概念;预制菜;无人驾驶;上海国企改革;冷链物流;自由贸易港;数字经济;上海自贸区;参股券商;国企改革;航运概念;沪股通
33,300899.SZ,300899,4,污水处理;净水概念;ST板块;上海自贸区
33,301017.SZ,301017,13,家庭医生;医药电商;智能医疗;养老概念;医美概念;时空大数据;阿里巴巴概念;宠物经济;跨境电商;冷链物流;海峡两岸;深股通;融资融券
33,002997.SZ,002997,11,华为汽车;一体化压铸;小米汽车;新能源汽车;比亚迪概念;新型工业化;机器人概念;专精特新;人工智能;深股通;融资融券
17,603351.SH,603351,1,创新药
151,920199.BJ,920199,13,家用电器;医疗器械概念;IP经济(谷子经济);体育产业;智能医疗;机器人概念;西部大开发;脑机接口;融资融券;人民币贬值受益;鸿蒙概念;人工智能;高压氧舱
17,688105.SH,688105,12,基因测序;猴痘概念;流感;重组蛋白;阿尔茨海默概念;CRO概念;减肥药;合成生物;人工智能;军工信息化;沪股通;融资融券
33,002886.SZ,002886,32,PCB概念;富士康概念;毫米波雷达;先进封装;3D打印;PEEK材料;新型烟草(电子烟);芯片概念;小米概念;小米汽车;5G;专精特新;特斯拉概念;人形机器人;无人机;新能源汽车;6G概念;碳纤维;华为汽车;机器人概念;军工;低空经济;商业航天;2025年报预增;石墨烯;华为概念;粤港澳大湾区;光伏概念;核电;特高压;合成生物;深股通
17,603335.SH,603335,7,一体化压铸;人民币贬值受益;新能源汽车;锂电池概念;动力电池回收;宁德时代概念;融资融券
33,002702.SZ,002702,5,预制菜;福建自贸区;人造肉;网红经济;海峡两岸
33,002721.SZ,002721,17,黄金概念;小金属概念;互联网金融;移动支付;数字货币;DeepSeek概念;国企改革;区块链;AI智能体;数字经济;人工智能;智慧政务;阿里巴巴概念;AI应用;3D打印;深股通;摘帽
33,301028.SZ,301028,8,比亚迪概念;专精特新;海峡两岸;核电;雅下水电概念;福建自贸区;深股通;融资融券
33,002574.SZ,002574,11,C2M概念;IP经济(谷子经济);黄金概念;共同富裕示范区;小金属概念;参股银行;HJT电池;光伏概念;TOPCON电池;租售同权;融资融券
33,002156.SZ,002156,25,国家大基金持股;存储芯片;先进封装;汽车芯片;第三代半导体;芯片概念;华为海思概念股;共封装光学(CPO);AI PC;消费电子概念;汽车电子;智能座舱;传感器;智能穿戴;毫米波雷达;2025年报预增;比亚迪概念;特斯拉概念;同花顺新质50;人民币贬值受益;物联网;海峡两岸;创投;深股通;融资融券
33,002414.SZ,002414,22,芯片概念;毫米波雷达;汽车电子;传感器;机器视觉;无人机;无人驾驶;商业航天;军民融合;军工;低空经济;安防;车联网(车路协同);机器人概念;华为概念;高端装备;智能家居;华为昇腾;鸿蒙概念;智能电网;深股通;融资融券
17,688671.SH,688671,13,新型城镇化;水利;物联网;专精特新;核污染防治;智慧城市;污水处理;数字经济;数据要素;海工装备;碳中和;AIGC概念;融资融券
33,300263.SZ,300263,24,钙钛矿电池;HJT电池;商业航天;大飞机;军工;光伏概念;核电;军民融合;MicroLED概念;碳纤维;无人机;柔性屏(折叠屏);低空经济;飞行汽车(eVTOL);芯片概念;OLED;风电;动力电池回收;盐湖提锂;超超临界发电;污水处理;PPP概念;融资融券;深股通
17,603278.SH,603278,8,商业航天;人形机器人;高端装备;海峡两岸;一带一路;风电;绿色电力;生物质能发电
33,002283.SZ,002283,10,高端装备;新能源汽车;比亚迪概念;减速器;机器人概念;工业互联网;回购增持再贷款概念;绿色电力;深股通;融资融券
33,002547.SZ,002547,14,一体化压铸;减速器;机器人概念;新能源汽车;军工;比亚迪概念;特斯拉概念;绿色电力;5G;储能;光伏概念;华为手机;深股通;融资融券
151,920374.BJ,920374,12,冷链物流;智能医疗;养老概念;物联网;毫米波雷达;阿里巴巴概念;融资融券;机器人概念;专精特新;人民币贬值受益;星闪概念;传感器
151,920263.BJ,920263,21,金属回收;小金属概念;数字孪生;京津冀一体化;工业互联网;天然气;农业种植;稀土永磁;机器人概念;AIGC概念;人工智能;碳交易;融资融券;碳中和;水泥概念;专精特新;人形机器人;页岩气;污水处理;新疆振兴;土壤修复
33,300550.SZ,300550,9,鸿蒙概念;腾讯概念;家庭医生;区块链;人工智能;云计算;DeepSeek概念;智能医疗;AI应用
22,603559.SH,603559,5,ST板块;时空大数据;云计算;数据中心;5G
17,688112.SH,688112,9,苹果概念;芯片概念;专精特新;英伟达概念;华为概念;粤港澳大湾区;人民币贬值受益;沪股通;融资融券
17,688181.SH,688181,14,光刻胶;OLED;先进封装;柔性屏(折叠屏);消费电子概念;AI眼镜;专精特新;液冷服务器;染料;京津冀一体化;云计算;氟化工概念;创新药;融资融券
33,001373.SZ,001373,10,海峡两岸;华为概念;独角兽概念;智能穿戴;消费电子概念;人民币贬值受益;新能源汽车;MiniLED;OLED;融资融券
33,300210.SZ,300210,8,东数西算(算力);机器人概念;3D打印;新能源汽车;雄安新区;PPP概念;股权转让(并购重组);深股通
17,603703.SH,603703,9,卫星导航;商业航天;量子科技;车联网(车路协同);5G;数据中心;光纤概念;铜缆高速连接;家用电器
33,002122.SZ,002122,21,ST板块;创投;长安汽车概念;新型工业化;风电;高端装备;工业母机;人形机器人;人工智能;DeepSeek概念;蚂蚁集团概念;网络安全;数据要素;文化传媒概念;东数西算(算力);数据中心;拼多多概念;抖音概念(字节概念);智谱AI;小红书概念;AI语料
33,301501.SZ,301501,5,可降解塑料;一带一路;专精特新;深股通;融资融券
33,300193.SZ,300193,2,机器人概念;人民币贬值受益
17,603201.SH,603201,5,人民币贬值受益;新能源汽车;专精特新;跨境电商;比亚迪概念
17,600585.SH,600585,11,水泥概念;同花顺中特估100;证金持股;装配式建筑;雅下水电概念;国企改革;一带一路;同花顺漂亮100;沪股通;融资融券;储能
33,002258.SZ,002258,6,草甘膦;国企改革;西部大开发;2025年报预增;深股通;融资融券
33,000017.SZ,000017,6,黄金概念;2025年报预增;锂电池概念;粤港澳大湾区;智能穿戴;两轮车
33,000888.SZ,000888,12,冰雪产业;啤酒概念;旅游概念;体育产业;IP经济(谷子经济);NFT概念;国企改革;西部大开发;智慧政务;低空经济;融资融券;深股通
17,600120.SH,600120,13,量子科技;创投;共同富裕示范区;参股保险;信托概念;国企改革;参股券商;参股银行;期货概念;中芯国际概念;证金持股;融资融券;沪股通
33,000301.SZ,000301,11,环氧丙烷;煤化工概念;POE胶膜;回购增持再贷款概念;同花顺漂亮100;锂电池概念;碳纤维;深股通;光伏概念;工业互联网;融资融券
17,600372.SH,600372,17,国产航母;大飞机;军民融合;军工信息化;商业航天;卫星导航;军工;无人机;低空经济;飞行汽车(eVTOL);传感器;央企国企改革;芯片概念;国企改革;沪股通;融资融券;中字头股票
33,002818.SZ,002818,8,高股息精选;智能家居;网红经济;西部大开发;互联网金融;鸿蒙概念;军工;深股通
17,603718.SH,603718,7,动物疫苗;基因测序;医疗器械概念;牙科医疗;股权转让(并购重组);沪股通;融资融券
17,600877.SH,600877,25,6G概念;卫星导航;商业航天;WiFi 6;数据要素;毫米波雷达;汽车芯片;MCU芯片;无人机;星闪概念;5G;无线充电;传感器;芯片概念;汽车电子;消费电子概念;长安汽车概念;光伏概念;储能;回购增持再贷款概念;西部大开发;央企国企改革;国企改革;沪股通;融资融券
33,301585.SZ,301585,2,专精特新;融资融券
33,000156.SZ,000156,34,短剧游戏;文化传媒概念;虚拟数字人;AIGC概念;IP经济(谷子经济);抖音概念(字节概念);多模态AI;腾讯概念;AI智能体;阿里巴巴概念;智慧政务;数字乡村;DeepSeek概念;网络安全;信创;旅游概念;人工智能;数字经济;算力租赁;虚拟现实;智慧城市;AI应用;养老概念;东数西算(算力);车联网(车路协同);智能音箱;物联网;智能家居;乡村振兴;5G;机器人概念;国企改革;深股通;融资融券
