所属概念数量,market_code,所属概念,股票代码,code
29,33,核电;海工装备;风电;氢能源;储能;数据中心;商业航天;同花顺出海50;一带一路;机器人概念;工业互联网;机器视觉;无人驾驶;雄安新区;粤港澳大湾区;物联网;智能物流;可燃冰;冷链物流;航运概念;人工智能;天然气;DeepSeek概念;统一大市场;参股券商;智谱AI;AI应用;深股通;融资融券,000039.SZ,000039
17,33,ST板块;ETC;数字货币;跨境支付(CIPS);财税数字化;移动支付;网络安全;区块链;互联网金融;华为概念;量子科技;数据安全;5G;人工智能;物联网;华为鲲鹏;专精特新,300205.SZ,300205
25,33,物联网;小米概念;智慧城市;智能家居;工业互联网;数据中心;信创;国产操作系统;阿里巴巴概念;人工智能;专精特新;芯片概念;电力物联网;苹果概念;MCU芯片;充电桩;知识产权保护;智能电网;储能;光伏概念;虚拟电厂;风电;国企改革;深股通;融资融券,300183.SZ,300183
26,17,无线耳机;AI手机;汽车芯片;AI PC;智能座舱;小米概念;智能穿戴;芯片概念;消费电子概念;人民币贬值受益;车联网(车路协同);先进封装;第三代半导体;汽车电子;虚拟现实;华为概念;英伟达概念;苹果概念;同花顺果指数;5G;数据中心;液冷服务器;同花顺漂亮100;股权转让(并购重组);沪股通;融资融券,600745.SH,600745
18,33,新型工业化;传感器;工业母机;机器视觉;芯片概念;先进封装;机器人概念;物联网;工业互联网;专精特新;粤港澳大湾区;高端装备;智能物流;职业教育;创投;污水处理;深股通;融资融券,301510.SZ,301510
13,17,高压快充;智能电网;虚拟电厂;充电桩;储能;光伏概念;绿色电力;雄安新区;金属回收;特斯拉概念;京津冀一体化;沪股通;融资融券,603050.SH,603050
26,33,柔性直流输电;特高压;智能电网;高压快充;风电;核电;充电桩;超导概念;储能;光伏概念;可控核聚变;数据中心;雅下水电概念;新能源汽车;水利;比亚迪概念;高铁;一带一路;特斯拉概念;机器人概念;长安汽车概念;华为概念;冷链物流;高股息精选;深股通;融资融券,002533.SZ,002533
15,151,量子科技;高端装备;融资融券;风电;芯片概念;军工;机器人概念;光伏概念;专精特新;硅能源;核电;第三代半导体;海工装备;新型工业化;工业母机,920570.BJ,920570
16,33,水泥概念;装配式建筑;雄安新区;新疆振兴;国企改革;同花顺中特估100;一带一路;西部大开发;央企国企改革;数字经济;数据要素;风电;核电;3D打印;深股通;融资融券,002302.SZ,002302
9,33,减速器;人形机器人;机器人概念;专精特新;储能;光伏概念;特高压;股权转让(并购重组);融资融券,301023.SZ,301023
6,17,中字头股票;同花顺中特估100;蚂蚁集团概念;国企改革;融资融券;沪股通,601319.SH,601319
19,17,商业航天;军民融合;国产航母;中字头股票;军工;核电;高端装备;央企国企改革;风电;工业母机;一带一路;金属镍;国企改革;黑龙江自贸区;特斯拉概念;小金属概念;同花顺中特估100;沪股通;融资融券,601106.SH,601106
11,33,财税数字化;AI智能体;数据要素;DeepSeek概念;人工智能;职业教育;华为概念;京津冀一体化;AI应用;雄安新区;深股通,300662.SZ,300662
6,17,汽车热管理;专精特新;新能源汽车;创投;农机;军工,603949.SH,603949
20,33,语音技术;智能音箱;物联网;百度概念;虚拟现实;跨境电商;抖音概念(字节概念);智能医疗;智能穿戴;电子竞技;MR(混合现实);专精特新;医疗器械概念;无线耳机;AI眼镜;人民币贬值受益;消费电子概念;一带一路;深股通;融资融券,301383.SZ,301383
3,151,医疗器械概念;新股与次新股;融资融券,920180.BJ,920180
7,17,钛白粉概念;福建自贸区;海峡两岸;专精特新;2026一季报预增;沪股通;融资融券,603826.SH,603826
28,33,数字货币;移动支付;跨境支付(CIPS);蚂蚁集团概念;电子身份证;区块链;智慧政务;鸿蒙概念;AI智能体;人脸识别;数字经济;虚拟数字人;AIGC概念;腾讯概念;DeepSeek概念;多模态AI;人工智能;AI语料;安防;物联网;跨境电商;参股保险;AI应用;汽车电子;储能;2025年报预增;深股通;融资融券,300130.SZ,300130
16,17,汽车电子;铜缆高速连接;消费电子概念;5G;液冷服务器;华为概念;新能源汽车;东数西算(算力);机器人概念;数据中心;F5G概念;光伏概念;充电桩;储能;融资融券;沪股通,605277.SH,605277
5,151,水利;天然气;高端装备;融资融券;专精特新,920942.BJ,920942
23,33,一体化压铸;新型工业化;比亚迪概念;新能源汽车;长安汽车概念;机器人概念;机器视觉;汽车电子;无人机;工业互联网;智能物流;芯片概念;高端装备;粤港澳大湾区;人民币贬值受益;军工;MCU芯片;汽车芯片;航空发动机;储能;光伏概念;股权转让(并购重组);融资融券,301112.SZ,301112
24,17,算力租赁;智慧城市;数据要素;东数西算(算力);物联网;智慧灯杆;多模态AI;人工智能;AIGC概念;华为概念;DeepSeek概念;移动支付;5G;低空经济;数据中心;Sora概念(文生视频);快手概念;粤港澳大湾区;智能物流;芯片概念;充电桩;一带一路;AI应用;沪股通,603322.SH,603322
9,33,鸿蒙概念;腾讯概念;区块链;家庭医生;人工智能;云计算;DeepSeek概念;智能医疗;AI应用,300550.SZ,300550
27,33,移动支付;阿里巴巴概念;信创;华为概念;百度概念;车联网(车路协同);物联网;数字经济;鸿蒙概念;云计算;DeepSeek概念;5G;华为鲲鹏;数据中心;ChatGPT概念;毫米波雷达;跨境电商;汽车电子;智能座舱;军工;传感器;长安汽车概念;新能源汽车;储能;汽车热管理;光纤概念;深股通,300292.SZ,300292
25,33,柔性直流输电;人形机器人;高压快充;高端装备;核电;新能源汽车;充电桩;比亚迪概念;机器人概念;换电概念;风电;海工装备;储能;工业互联网;光伏概念;军工;水利;数据中心;5G;绿色电力;数字经济;股权转让(并购重组);国企改革;深股通;融资融券,002276.SZ,002276
11,17,军民融合;大飞机;商业航天;军工;无人机;高端装备;专精特新;央企国企改革;国企改革;沪股通;融资融券,688586.SH,688586
14,33,智能电网;绿色电力;高压快充;充电桩;储能;光伏概念;高铁;锂电池概念;福建自贸区;宁德时代概念;一带一路;海峡两岸;机器人概念;新能源汽车,300062.SZ,300062
3,17,高铁;专精特新;沪股通,605298.SH,605298
4,151,融资融券;高端装备;烟草;工业母机,920553.BJ,920553
4,17,国企改革;养老概念;参股券商;融资融券,600716.SH,600716
32,33,PCB概念;富士康概念;毫米波雷达;先进封装;3D打印;新型烟草(电子烟);PEEK材料;芯片概念;小米概念;小米汽车;特斯拉概念;5G;专精特新;人形机器人;新能源汽车;无人机;华为汽车;碳纤维;6G概念;机器人概念;低空经济;商业航天;军工;2025年报预增;华为概念;石墨烯;粤港澳大湾区;光伏概念;核电;特高压;合成生物;深股通,002886.SZ,002886
3,33,人民币贬值受益;工业互联网;融资融券,301222.SZ,301222
4,17,生物质能发电;固废处理;绿色电力;高股息精选,605028.SH,605028
14,151,地下管网;中俄贸易概念;液冷服务器;海工装备;核电;食品安全;融资融券;数据中心;页岩气;人民币贬值受益;白酒概念;高端装备;军工;专精特新,920225.BJ,920225
23,33,新型工业化;卫星导航;物联网;商业航天;传感器;车联网(车路协同);工业互联网;机器人概念;汽车电子;换电概念;智能座舱;数据中心;无人驾驶;AI智能体;新能源汽车;农机;专精特新;人工智能;充电桩;PCB概念;储能;风电;回购增持再贷款概念,001266.SZ,001266
6,17,特高压;光热发电;核电;光伏概念;海工装备;工业互联网,603577.SH,603577
10,33,成飞概念;新能源汽车;比亚迪概念;专精特新;商业航天;卫星导航;芯片概念;核电;粤港澳大湾区;融资融券,301528.SZ,301528
25,33,商业航天;军工;量子科技;低空经济;可控核聚变;传感器;安防;海工装备;光纤概念;新型工业化;物联网;专精特新;水利;虚拟现实;芯片概念;智能电网;第三代半导体;工业互联网;数字经济;食品安全;消费电子概念;医美概念;数据中心;光伏概念;钙钛矿电池,300667.SZ,300667
8,17,垃圾分类;燃料电池;新能源汽车;换电概念;氢能源;互联网金融;沪股通;摘帽,600375.SH,600375
27,33,房屋检测;空间计算;DeepSeek概念;网约车;AI智能体;智慧城市;数字孪生;新型城镇化;创投;车联网(车路协同);京津冀一体化;食品安全;水利;雄安新区;乡村振兴;低空经济;粤港澳大湾区;PPP概念;一带一路;无人机;雅下水电概念;国企改革;碳中和;储能;深股通;俄乌冲突概念;融资融券,300284.SZ,300284
28,33,商业航天;卫星导航;大飞机;军民融合;军工;可控核聚变;碳纤维;3D打印;人形机器人;机器人概念;第三代半导体;培育钻石;新能源汽车;专精特新;燃料电池;PCB概念;MiniLED;风电;充电桩;锂电池概念;回购增持再贷款概念;固态电池;动力电池回收;金属铜;2025年报预增;钒电池;深股通;融资融券,002171.SZ,002171
12,17,金属铜;金属锌;黄金概念;小金属概念;金属镍;超导概念;一带一路;国企改革;同花顺中特估100;沪股通;中字头股票;融资融券,601061.SH,601061
11,17,氟化工概念;PVDF概念;锂电池概念;回购增持再贷款概念;储能;核电;一体化压铸;军工;商业航天;芯片概念;融资融券,603978.SH,603978
14,33,BC电池;HJT电池;TOPCON电池;硅能源;光伏概念;碳中和;储能;智能电网;军民融合;人形机器人;军工;机器人概念;智慧城市;华为概念,300345.SZ,300345
11,17,光纤概念;共封装光学(CPO);汽车热管理;特高压;军工;海工装备;芯片概念;专精特新;DeepSeek概念;沪股通;融资融券,688143.SH,688143
9,151,中俄贸易概念;融资融券;3D打印;石墨电极;光伏概念;专精特新;风电;燃料电池;芯片概念,920175.BJ,920175
22,33,安防;星闪概念;无人机;华为概念;专精特新;元宇宙;卫星导航;商业航天;机器人概念;DeepSeek概念;AI眼镜;小米概念;海工装备;比亚迪概念;抖音概念(字节概念);汽车电子;芯片概念;华为海思概念股;数据中心;苹果概念;ST板块;共封装光学(CPO),300460.SZ,300460
14,33,智慧城市;数据要素;AI智能体;人工智能;工业互联网;专精特新;DeepSeek概念;芯片概念;第三代半导体;空气能热泵;碳中和;AI应用;新疆振兴;融资融券,301129.SZ,301129
8,33,专精特新;染料;有机硅概念;新型工业化;高端装备;一带一路;充电桩;西部大开发,300535.SZ,300535
11,33,跨境电商;AIGC概念;体育产业;AI智能体;数据要素;人工智能;DeepSeek概念;创投;AI应用;AI眼镜;一带一路,300795.SZ,300795
23,33,长安汽车概念;智能座舱;华为汽车;无人驾驶;人形机器人;比亚迪概念;传感器;新能源汽车;汽车电子;机器视觉;机器人概念;英伟达概念;专精特新;毫米波雷达;充电桩;汽车芯片;华为概念;粤港澳大湾区;人工智能;百度概念;回购增持再贷款概念;深股通;融资融券,301488.SZ,301488
11,17,碳交易;期货概念;参股券商;黑龙江自贸区;参股银行;互联网金融;碳中和;国企改革;创投;沪股通;融资融券,600864.SH,600864
10,17,免税店;海南自贸区;自由贸易港;物业管理;跨境电商;土地流转;国企改革;低空经济;融资融券;沪股通,600515.SH,600515
5,33,装配式建筑;新型城镇化;雄安新区;PPP概念;可控核聚变,002743.SZ,002743
11,33,第三代半导体;小米概念;高压快充;小米汽车;专精特新;比亚迪概念;新能源汽车;2025年报预增;充电桩;深股通;融资融券,301607.SZ,301607
8,17,网络游戏;手机游戏;IP经济(谷子经济);福建自贸区;海峡两岸;2025年报预增;沪股通;融资融券,603444.SH,603444
58,17,华为欧拉;多模态AI;财税数字化;AI智能体;ChatGPT概念;区块链;信创;百度概念;AI语料;DeepSeek概念;数字经济;人工智能;NFT概念;智慧城市;星闪概念;云游戏;跨境支付(CIPS);智能音箱;低空经济;虚拟现实;华为概念;物联网;智能医疗;军工信息化;工业互联网;卫星导航;军工;血氧仪;航空发动机;无人机;军民融合;养老概念;华为海思概念股;大飞机;机器人概念;小米概念;数据中心;跨境电商;毫米波雷达;智能家居;芯片概念;传感器;消费电子概念;华为数字能源;回购增持再贷款概念;锂电池概念;西部大开发;国企改革;医疗器械概念;家用电器;储能;OLED;苹果概念;汽车热管理;钒电池;AI应用;融资融券;沪股通,600839.SH,600839
8,33,专精特新;换电概念;机器人概念;充电桩;特高压;智能电网;储能;柔性直流输电,003008.SZ,003008
10,17,无人驾驶;毫米波雷达;智能座舱;人形机器人;机器人概念;华为汽车;汽车电子;沪股通;MicroLED概念;融资融券,601799.SH,601799
11,33,可控核聚变;核电;虚拟电厂;光伏概念;充电桩;储能;2025年报预增;光伏建筑一体化;DeepSeek概念;深股通;融资融券,300048.SZ,300048
13,33,租售同权;物业管理;旅游概念;IP经济(谷子经济);新型城镇化;建筑节能;元宇宙;人工智能;DeepSeek概念;ChatGPT概念;空间计算;AI应用;融资融券,300947.SZ,300947
23,33,PEEK材料;碳纤维;汽车热管理;人形机器人;新能源汽车;3D打印;特斯拉概念;比亚迪概念;家用电器;专精特新;机器人概念;高铁;小米概念;毫米波雷达;无人机;低空经济;可降解塑料;充电桩;5G;特高压;2025年报预增;储能;回购增持再贷款概念,300644.SZ,300644
16,33,AI应用;AI语料;数据要素;智慧政务;人工智能;数字经济;房屋检测;智慧城市;装配式建筑;数据中心;新型城镇化;水利;雄安新区;PM2.5;碳中和;融资融券,300977.SZ,300977
56,17,卫星导航;商业航天;华为昇腾;华为鲲鹏;网络安全;华为盘古;信创;智慧政务;车联网(车路协同);数据安全;数字乡村;数据要素;云计算;低空经济;智慧城市;人脸识别;AI智能体;多模态AI;数字孪生;大飞机;ChatGPT概念;阿里巴巴概念;人工智能;数字经济;DeepSeek概念;腾讯概念;东数西算(算力);物联网;AIGC概念;互联网金融;虚拟数字人;华为概念;职业教育;国资云;WiFi 6;工业互联网;跨境支付(CIPS);无人驾驶;新型工业化;机器人概念;数据中心;智能医疗;核电;水利;人形机器人;短剧游戏;液冷服务器;乡村振兴;央企国企改革;智能电网;回购增持再贷款概念;国企改革;光刻机;AI应用;沪股通;融资融券,600850.SH,600850
