所属概念,股票代码,market_code,code,所属概念数量
物业管理;土地流转;装配式建筑;国企改革;跨境电商;京津冀一体化;一带一路;福建自贸区;海峡两岸;深股通,000797.SZ,33,000797,10
自由贸易港;化债概念(AMC概念);物业管理;海南自贸区;旅游概念;参股银行;水利;国企改革;数字经济;车联网(车路协同);低空经济;抖音概念(字节概念);算力租赁;东数西算(算力);数据中心(AIDC);股权转让(并购重组);深股通,000886.SZ,33,000886,17
中俄贸易概念;长安汽车概念;汽车热管理;华为汽车;DeepSeek概念;减速器;国企改革;新型工业化;机器人概念;工业母机;新能源汽车;氢能源;无人机;比亚迪概念;智能座舱;汽车电子;股权转让(并购重组),600960.SH,17,600960,17
互联网保险;华为鲲鹏;互联网金融;信创;AI应用;区块链;AI智能体;数据要素;虚拟数字人;腾讯概念;DeepSeek概念;智慧城市;独角兽概念;人工智能;数字经济;华为概念;沪股通;融资融券,600446.SH,17,600446,18
网络游戏;NFT概念;短剧游戏;手机游戏;文化传媒概念;国企改革;AI应用;虚拟现实;沪股通;股权转让(并购重组),600715.SH,17,600715,10
化肥;磷化工;生态农业;农村电商;土地流转;转基因;乡村振兴;钠离子电池;垃圾分类;锂电池概念;数字乡村;人工智能;物联网;无人机;深股通,002170.SZ,33,002170,15
汽车热管理;一带一路;PCB概念;海峡两岸;新能源汽车;融资融券;航空发动机;比亚迪概念;液冷服务器;消费电子概念;储能;富士康概念;专精特新,920223.BJ,151,920223,13
PCB概念;MiniLED;锂电池概念;汽车电子;融资融券,301176.SZ,33,301176,5
旅游概念;冰雪产业;IP经济(谷子经济);养老概念;乡村振兴;体育产业;露营经济;网络游戏;国企改革;央企国企改革;一带一路;AI应用;DeepSeek概念;阿里巴巴概念;云计算;沪股通;融资融券;中字头股票,600138.SH,17,600138,18
家用电器;高端装备;空气能热泵;燃料电池;锂电池概念;光伏概念;深股通,300441.SZ,33,300441,7
养老概念;跨境电商;家用电器;福建自贸区;数字经济;智能家居;DeepSeek概念;海峡两岸,002790.SZ,33,002790,8
铜缆高速连接;光纤概念;共封装光学(CPO);5G;数据中心(AIDC);机器视觉;光伏概念;新型工业化;人民币贬值受益;机器人概念;深股通;融资融券,300913.SZ,33,300913,12
乡村振兴;国企改革;京津冀一体化;职业教育;虚拟数字人;一带一路;人工智能;沪股通,600861.SH,17,600861,8
可控核聚变;核电;智能电网;风电;水利;储能;军工;中字头股票;一带一路;房屋检测;央企国企改革;PPP概念;国企改革;长三角一体化;同花顺中特估100;沪股通;融资融券,601611.SH,17,601611,17
医药电商;医美概念;三胎概念;养老概念;跨境电商;医疗器械概念;深股通;融资融券,300888.SZ,33,300888,8
冰雪产业;物业管理;体育产业;三胎概念;养老概念;家庭医生;国企改革;土壤修复;AI应用;智慧城市;粤港澳大湾区;融资融券,600684.SH,17,600684,12
液冷服务器;东数西算(算力);数据中心(AIDC);专精特新;华为概念;高铁;腾讯概念;抖音概念(字节概念);阿里巴巴概念;百度概念;华为盘古;储能;锂电池概念;钠离子电池;融资融券,301157.SZ,33,301157,15
华为汽车;长安汽车概念;飞行汽车(eVTOL);小米汽车;比亚迪概念;专精特新;高端装备;新能源汽车;工业互联网;低空经济;无人驾驶;无人机;高铁;军工;物联网;海工装备;核电;融资融券,301598.SZ,33,301598,18
中俄贸易概念;职业教育;跨境电商;冷链物流;家用电器;长安汽车概念;工业互联网;拼多多概念;机器人概念;高端装备;物联网;新能源汽车;比亚迪概念;人形机器人;绿色电力,601956.SH,17,601956,15
柔性屏(折叠屏);PCB概念;机器视觉;富士康概念;新型工业化;先进封装;MiniLED;芯片概念;OLED;MicroLED概念;华为概念;消费电子概念;第三代半导体;人工智能;比亚迪概念;高端装备;深股通,300400.SZ,33,300400,17
MicroLED概念;先进封装;共封装光学(CPO);第三代半导体;OLED;存储芯片;华为海思概念股;柔性屏(折叠屏);光纤概念;PCB概念;芯片概念;BC电池;PET铜箔;钙钛矿电池;3D打印;商业航天;专精特新;光伏概念;华为概念;高端装备;碳纤维;宁德时代概念;固态电池;锂电池概念;玻璃基板;沪股通;融资融券,688170.SH,17,688170,27
上海国企改革;统一大市场;职业教育;国企改革;AI应用;DeepSeek概念;财税数字化;人工智能;AI智能体;智慧政务;云办公;融资融券;沪股通,600662.SH,17,600662,13
高压氧舱;雅下水电概念;乡村振兴;国企改革;地下管网;农机;央企国企改革;高铁;水利;新疆振兴;一带一路;海工装备;人工智能;DeepSeek概念;AI智能体;高端装备;海峡两岸;机器人概念;新型工业化;抽水蓄能;无人驾驶;华为概念;沪股通;融资融券,688425.SH,17,688425,24
新型城镇化;光伏建筑一体化;装配式建筑;PPP概念;人工智能;一带一路;数据中心(AIDC);数字孪生;智能家居;深股通;融资融券;芯片概念;第三代半导体,002081.SZ,33,002081,13
BC电池;钙钛矿电池;光伏概念;POE胶膜;新能源汽车;融资融券,688680.SH,17,688680,6
新能源汽车;融资融券;比亚迪概念;AI眼镜;芯片概念;专精特新;光伏概念;MR(混合现实);机器视觉;富士康概念;消费电子概念;机器人概念;苹果概念;特斯拉概念,920026.BJ,151,920026,14
智能音箱;虚拟现实;智能家居;物联网;粤港澳大湾区;区块链;华为概念;鸿蒙概念;元宇宙;工业互联网;创投;机器人概念;无线耳机;智能穿戴;储能;跨境电商;新型工业化;消费电子概念;5G;汽车电子;WiFi 6;融资融券;深股通,002369.SZ,33,002369,23
信托概念;新疆振兴;同花顺中特估100;跨境支付(CIPS);参股券商;期货概念;参股银行;数字货币;国企改革;碳中和;西部大开发;氢能源;创投;一带一路;深股通;可控核聚变;中字头股票;融资融券,000617.SZ,33,000617,18
航运概念;统一大市场;共同富裕示范区;国企改革;一带一路;融资融券;沪股通,601022.SH,17,601022,7
光纤概念;共封装光学(CPO);数据中心(AIDC);华为昇腾;华为概念;安防;网络安全;信创;物联网;海峡两岸;华为鲲鹏;军工;低空经济;机器人概念;腾讯概念;时空大数据;智慧政务;鸿蒙概念;智慧城市;空间计算;AI智能体;人工智能;AIGC概念;区块链;数据要素;DeepSeek概念;AI应用;数字经济;数字乡村;智能医疗;水利;新型城镇化;西部大开发;地下管网;乡村振兴;融资融券,301172.SZ,33,301172,36
华为欧拉;华为鲲鹏;数据安全;智慧政务;云计算;信创;AIGC概念;数据要素;AI智能体;AI应用;智慧城市;数字孪生;互联网金融;数字经济;DeepSeek概念;人工智能;工业互联网;华为概念;数据中心(AIDC);军工;专精特新;融资融券,688118.SH,17,688118,22
智能物流;人工智能;手机游戏;网络游戏;新型工业化;低空经济;高端装备;机器人概念;减速器;无人机;可降解塑料;煤炭概念;深股通;融资融券,002526.SZ,33,002526,14
仿制药一致性评价;医药电商;肝炎概念;猴痘概念;医美概念;医疗器械概念;国企改革;融资融券,300110.SZ,33,300110,8
医药电商;养老概念;医疗器械概念;智能医疗;AI智能体;腾讯概念;沪股通;融资融券,603883.SH,17,603883,8
IP经济(谷子经济);体育产业;国企改革;共同富裕示范区;元宇宙;MR(混合现实);沪股通,600814.SH,17,600814,7
NFT概念;手机游戏;文化传媒概念;网络游戏;小红书概念;知识产权保护;AI视频;短剧游戏;虚拟数字人;AIGC概念;AI应用;数据确权;跨境电商;数据要素;区块链;蚂蚁集团概念;旅游概念;AI智能体;数字经济;鸿蒙概念;人工智能;百度概念;抖音概念(字节概念);互联网金融;DeepSeek概念;腾讯概念;阿里巴巴概念;智慧城市;乡村振兴;西部大开发;国企改革;虚拟现实;华为概念;融资融券;股权转让(并购重组);沪股通,600880.SH,17,600880,36
电力物联网;虚拟电厂;柔性直流输电;智能电网;抽水蓄能;特高压;鸿蒙概念;充电桩;DeepSeek概念;换电概念;央企国企改革;高压快充;储能;数据中心(AIDC);可控核聚变;新疆振兴;一带一路;国企改革;氢能源;光伏概念;高端装备;无线充电;新能源汽车;人形机器人;深股通;融资融券,000400.SZ,33,000400,26
网红经济;跨境电商;统一大市场;AIGC概念;虚拟数字人;体育产业;拼多多概念;数据要素;快手概念;数字经济;AI应用;小红书概念;DeepSeek概念;福建自贸区;AI智能体;人工智能;抖音概念(字节概念);阿里巴巴概念;海峡两岸;赛马概念;深股通,002264.SZ,33,002264,21
文化传媒概念;国资云;DeepSeek概念;云游戏;智慧城市;物联网;国企改革;华为概念;央企国企改革;数据中心(AIDC);证金持股;5G;融资融券;沪股通,600037.SH,17,600037,14
共同富裕示范区;跨境电商;创投;数字经济;人工智能;NFT概念;AIGC概念;AI智能体;融资融券,301066.SZ,33,301066,9
雅下水电概念;新型城镇化;水利;一带一路;DeepSeek概念;乡村振兴;西部大开发;国企改革;新疆振兴;3D打印;深股通;融资融券,002307.SZ,33,002307,12
风电;京津冀一体化;储能;专精特新;沪股通;融资融券,605305.SH,17,605305,6
物业管理;养老概念;西部大开发;智慧城市;低空经济;抖音概念(字节概念);无人机;股权转让(并购重组),002968.SZ,33,002968,8
虚拟电厂;绿色电力;光伏建筑一体化;风电;储能;国企改革;华为概念;粤港澳大湾区;光伏概念;锂电池概念;OLED,300317.SZ,33,300317,11
网络安全;信创;智慧政务;时空大数据;腾讯概念;华为鲲鹏;数据要素;物联网;智慧城市;财税数字化;AI应用;军工信息化;数字孪生;独角兽概念;人工智能;区块链;车联网(车路协同);东数西算(算力);DeepSeek概念;数字经济;算力租赁;数据中心(AIDC);华为概念;云游戏;军工;卫星导航;无人机;京津冀一体化;军民融合;大飞机;商业航天;智能医疗;光伏建筑一体化;光伏概念;芯片概念;深股通;融资融券,300324.SZ,33,300324,37
机器人概念;高端装备;专精特新;参股银行;可降解塑料;融资融券,301616.SZ,33,301616,6
虚拟电厂;风电;超超临界发电;碳交易;生物质能发电;绿色电力;柔性直流输电;光热发电;算力租赁;特高压;水泥概念;雅下水电概念;阿里巴巴概念;水利;储能;东数西算(算力);海工装备;土壤修复;核电;氢能源;AI智能体;数据中心(AIDC);民爆概念;央企国企改革;新型城镇化;一带一路;燃料电池;低空经济;高端装备;人工智能;军工;华为概念;机器人概念;国企改革;可控核聚变;参股保险;海峡两岸;同花顺中特估100;光纤概念;宁德时代概念;证金持股;中字头股票;融资融券;沪股通,601868.SH,17,601868,44
化肥;煤化工概念;乡村振兴;西部大开发;国企改革;深股通;融资融券,000912.SZ,33,000912,7
工业大麻;体育产业;农机;储能;机器人概念,002224.SZ,33,002224,5
期货概念;国企改革;京津冀一体化;沪股通;融资融券,601136.SH,17,601136,5
猪肉;预制菜;冷链物流;海峡两岸;沪股通,603363.SH,17,603363,5
期货概念;证金持股;同花顺中特估100;同花顺漂亮100;沪股通;融资融券,600030.SH,17,600030,6
抽水蓄能;碳交易;绿色电力;新疆振兴;碳中和;风电;国企改革;央企国企改革;乡村振兴;光热发电;同花顺漂亮100;DeepSeek概念;一带一路;融资融券;深股通,001289.SZ,33,001289,15
ST板块;智能家居;人民币贬值受益;小金属概念,603838.SH,22,603838,4
注册制次新股;减速器;小米汽车;新能源汽车;小米概念;深股通;新股与次新股;融资融券,301656.SZ,33,301656,8
超级品牌;IP经济(谷子经济);智能物流;沪股通;融资融券,603899.SH,17,603899,5
网红经济;跨境电商;跨境支付(CIPS);海峡两岸,002098.SZ,33,002098,4
高股息精选;煤炭概念;国企改革;央企国企改革;中俄贸易概念;人工智能;机器人概念;华为概念;沪股通;融资融券;F5G概念,600582.SH,17,600582,11
信创;车联网(车路协同);AIGC概念;AI智能体;物联网;智慧灯杆;低空经济;机器人概念;DeepSeek概念;工业互联网;华为概念;算力租赁;数据中心(AIDC);充电桩;5G;创投;粤港澳大湾区;储能;光伏概念;共封装光学(CPO);深股通;融资融券,300310.SZ,33,300310,22
预制菜;网红经济;参股保险;物业管理;国企改革,601007.SH,17,601007,5
专精特新;新股与次新股;融资融券,920161.BJ,151,920161,3
金属铅;绿色电力;金属锌;金属铜;物业管理;网络游戏;黄金概念;手机游戏;锂电池概念;IP经济(谷子经济);氢能源;储能;风电;机器人概念;稀土永磁;沪股通;股权转让(并购重组),600173.SH,17,600173,17
共封装光学(CPO);PCB概念;富士康概念;AI PC;5G;AI手机;汽车电子;英伟达概念;芯片概念;数据中心(AIDC);小米概念;东数西算(算力);光伏概念;特斯拉概念;新能源汽车;人形机器人;虚拟现实;储能;智能电网;海峡两岸;机器人概念;粤港澳大湾区;物联网;人民币贬值受益;深股通;同花顺出海50;乡村振兴;融资融券,300476.SZ,33,300476,28
乳业;网红经济;三胎概念;自由贸易港;融资融券,300898.SZ,33,300898,5
特高压;商业航天;军民融合;智能电网;电力物联网;军工;毫米波雷达;芯片概念;充电桩;专精特新;福建自贸区;风电;海峡两岸;区块链;绿色电力;深股通,300427.SZ,33,300427,16
军工,000782.SZ,33,000782,1
参股银行;一带一路;注册制次新股;新股与次新股;融资融券,603406.SH,17,603406,5
房屋检测;新型城镇化;水利;福建自贸区;海峡两岸;智慧城市;新疆振兴;人工智能;国企改革,603909.SH,17,603909,9
IP经济(谷子经济);乡村振兴,000715.SZ,33,000715,2
太赫兹;汽车电子;消费电子概念;华为汽车;安防;机器视觉;华为概念;新型工业化;物联网;机器人概念;芯片概念;储能;锂电池概念;央企国企改革;国企改革;沪股通;融资融券,600071.SH,17,600071,17
光热发电;高铁;一带一路;钒电池;绿色电力;机器人概念;燃料电池;数据中心(AIDC);西部大开发;国企改革;股权转让(并购重组);深股通,002480.SZ,33,002480,12
超级电容;有机硅概念;OLED;锂电池概念;芯片概念;新能源汽车;小米概念;5G;特斯拉概念;高铁;储能;低空经济;氢能源;风电;国企改革;央企国企改革;融资融券;沪股通,600458.SH,17,600458,18
