股票代码,所属概念,所属概念数量,market_code,code
001965.SZ,同花顺中特估100;参股券商;PPP概念;国企改革;土壤修复;央企国企改革;京津冀一体化;智慧城市;深股通;回购增持再贷款概念;融资融券,11,33,001965
000408.SZ,盐湖提锂;金属铜;小金属概念;黄金概念;化肥;锂电池概念;西部大开发;国企改革;融资融券;深股通,10,33,000408
600130.SH,ST板块;汽车电子;消费电子概念;人脸识别;卫星导航,5,22,600130
603213.SH,共同富裕示范区;国企改革;消毒剂;氢能源;石墨烯;工业互联网;沪股通;股权转让(并购重组),8,17,603213
920021.BJ,京津冀一体化;先进封装;AI应用;6G概念;卫星导航;冰雪产业;体育产业;商业航天;虚拟数字人;Sora概念(文生视频);足球概念;融资融券;芯片概念;腾讯概念;短剧游戏;知识产权保护;毫米波雷达;智能穿戴;文化传媒概念;军民融合;军工;低空经济;人工智能;DeepSeek概念;AI智能体;AIGC概念;5G,27,151,920021
002712.SZ,短剧游戏;小红书概念;快手概念;文化传媒概念;虚拟数字人;AIGC概念;知识产权保护;网络游戏;抖音概念(字节概念);智谱AI;IP经济(谷子经济);网红经济;腾讯概念;百度概念;阿里巴巴概念;人工智能;旅游概念;AI应用;华为概念;创投;小米概念;国企改革;苹果概念,23,33,002712
002145.SZ,钛白粉概念;磷化工;钒电池;动力电池回收;锂电池概念;回购增持再贷款概念;西部大开发;宁德时代概念;深股通;融资融券,10,33,002145
688320.SH,人形机器人;新型工业化;工业母机;传感器;机器人概念;比亚迪概念;工业互联网;富士康概念;芯片概念;华为概念;专精特新;人工智能;宁德时代概念;锂电池概念;沪股通;融资融券,16,17,688320
601666.SH,煤炭概念;煤化工概念;证金持股;国企改革;回购增持再贷款概念;沪股通;融资融券,7,17,601666
601298.SH,中韩自贸区;同花顺中特估100;航运概念;国企改革;中俄贸易概念;一带一路;DeepSeek概念;区块链;华为概念;融资融券;沪股通,11,17,601298
605339.SH,乳业;海峡两岸;沪股通,3,17,605339
300822.SZ,人脸识别;AIGC概念;人工智能;智能家居;机器视觉;粤港澳大湾区;跨境电商;人民币贬值受益;宠物经济;锂电池概念;深股通,11,33,300822
603936.SH,共封装光学(CPO);PCB概念;AI PC;6G概念;MiniLED;5G;苹果概念;液冷服务器;第三代半导体;先进封装;汽车电子;消费电子概念;存储芯片;商业航天;卫星导航;比亚迪概念;军工;新能源汽车;数据中心;智能穿戴;充电桩;无人驾驶;机器人概念;华为概念;EDR概念;物联网;沪股通;融资融券,28,17,603936
002651.SZ,军民融合;成飞概念;大飞机;军工;商业航天;无人机;低空经济;高端装备;机器人概念;西部大开发;深股通,11,33,002651
600816.SH,信托概念;参股银行;融资融券;沪股通,4,17,600816
002806.SZ,汽车热管理;新能源汽车;高压快充;无人驾驶;百度概念;燃料电池;车联网(车路协同);储能;固态电池;新疆振兴;股权转让(并购重组),11,33,002806
600389.SH,草甘膦;磷化工;乡村振兴;2025年报预增;融资融券;沪股通,6,17,600389
002010.SZ,智能物流;2025年报预增;共同富裕示范区;DeepSeek概念;工业互联网;一带一路;华为概念;车联网(车路协同);区块链;无人驾驶;新能源汽车;蚂蚁集团概念;宁德时代概念;人形机器人;充电桩;军工;统一大市场;深股通;融资融券,19,33,002010
688721.SH,芯片概念;专精特新;沪股通;融资融券,4,17,688721
300167.SZ,安防;数据中心;股权转让(并购重组);东数西算(算力);ST板块;算力租赁;智慧城市;华为概念;横琴新区;军工;氢能源;智能物流;信创;智慧政务;在线教育;AI智能体;虚拟数字人,17,33,300167
603931.SH,光刻胶;OLED;芯片概念;沪股通,4,17,603931
920198.BJ,数字孪生;物联网;鸿蒙概念;机器人概念;智慧城市;AI智能体;融资融券;股权转让(并购重组);数据要素;安防;国企改革;创投;人工智能,13,151,920198
003015.SZ,消费电子概念;小米概念;柔性屏(折叠屏);新能源汽车;华为概念;PET铜箔,6,33,003015
603021.SH,ST板块;地下管网;跨境电商,3,22,603021
603350.SH,两轮车;传感器;机器人概念;专精特新;融资融券,5,17,603350
301051.SZ,智能穿戴;柔性屏(折叠屏);消费电子概念;储能;深股通;融资融券,6,33,301051
301608.SZ,移动支付;人工智能;百度概念;物联网;蚂蚁集团概念;车联网(车路协同);腾讯概念;DeepSeek概念;无人驾驶;智能家居;网约车;智能物流;汽车电子;智能穿戴;共享单车;专精特新;换电概念;两轮车;消费电子概念;卫星导航;深股通;融资融券,22,33,301608
603284.SH,注册制次新股;专精特新;乡村振兴;参股银行;新股与次新股;融资融券,6,17,603284
603663.SH,小金属概念;稀土永磁;芯片概念;宁德时代概念;固态电池;专精特新;氢能源;一体化压铸;核电;回购增持再贷款概念;海峡两岸;沪股通;融资融券,13,17,603663
601086.SH,IP经济(谷子经济);参股券商;家用电器;西部大开发;沪股通,5,17,601086
688132.SH,DeepSeek概念;AI智能体;信创;网络安全;军工信息化;云计算;虚拟数字人;军工;军民融合;专精特新;数据中心;AI应用;融资融券,13,17,688132
603319.SH,减速器;人形机器人;汽车热管理;PEEK材料;特斯拉概念;汽车电子;长安汽车概念;新能源汽车;比亚迪概念;机器人概念;飞行汽车(eVTOL);智能物流;无人驾驶;低空经济;一带一路;腾讯概念;蚂蚁集团概念;期货概念;沪股通;融资融券,20,17,603319
000017.SZ,黄金概念;锂电池概念;两轮车;粤港澳大湾区;2025年报预增;智能穿戴,6,33,000017
002968.SZ,物业管理;养老概念;西部大开发;智慧城市;低空经济;抖音概念(字节概念);无人机;股权转让(并购重组),8,33,002968
920627.BJ,人形机器人;锂电池概念;融资融券;消费电子概念;新型烟草(电子烟);固态电池;储能;人民币贬值受益;两轮车,9,151,920627
300668.SZ,ERP概念;新型城镇化;华为概念;数据确权;AIGC概念;股权转让(并购重组),6,33,300668
000850.SZ,冷链物流;小金属概念;参股银行;金属铅;国企改革;金属铜;金属锌;参股保险;创投;参股券商;数字经济;融资融券,12,33,000850
300907.SZ,新型工业化;家用电器;机器人概念;新能源汽车;人民币贬值受益;融资融券,6,33,300907
605168.SH,Web3.0;算力租赁;多模态AI;ChatGPT概念;腾讯概念;东数西算(算力);AIGC概念;数据要素;AI智能体;抖音概念(字节概念);人工智能;小红书概念;低空经济;文化传媒概念;AI应用;体育产业;无人机;参股券商;西部大开发;融资融券;沪股通,21,17,605168
300756.SZ,机器人概念;三胎概念;虚拟现实;IP经济(谷子经济);旅游概念;元宇宙;2025年报预增;深股通,8,33,300756
300094.SZ,预制菜;网红经济;乡村振兴;食品安全;冷链物流;融资融券,6,33,300094
300912.SZ,汽车热管理;传感器;碳中和;工业互联网;机器人概念;中俄贸易概念;人形机器人;新能源汽车;比亚迪概念;股权转让(并购重组);融资融券,11,33,300912
688301.SH,牙科医疗;高端装备;传感器;芯片概念;专精特新;医疗器械概念;沪股通;融资融券,8,17,688301
300745.SZ,无线充电;高压快充;汽车电子;充电桩;储能;新能源汽车;比亚迪概念;小米汽车;华为汽车;燃料电池;氢能源;机器人概念;长安汽车概念;融资融券,14,33,300745
688567.SH,钠离子电池;固态电池;动力电池回收;锂电池概念;两轮车;人形机器人;储能;飞行汽车(eVTOL);高压快充;机器人概念;新能源汽车;低空经济;数据中心;人民币贬值受益;无人机;国企改革;沪股通;融资融券,18,17,688567
300050.SZ,职业教育;物联网;在线教育;华为概念;横琴新区;DeepSeek概念;鸿蒙概念;工业互联网;5G;华为海思概念股;苹果概念,11,33,300050
300718.SZ,人形机器人;汽车热管理;特斯拉概念;机器人概念;专精特新;长三角一体化;核电;风电;融资融券;深股通,10,33,300718
301059.SZ,专精特新;有机硅概念;融资融券,3,33,301059
002284.SZ,长安汽车概念;华为汽车;无人驾驶;比亚迪概念;2025年报预增;汽车电子;新能源汽车;毫米波雷达;智能物流;2025三季报预增;车联网(车路协同);深股通;融资融券,13,33,002284
002456.SZ,人脸识别;星闪概念;虚拟现实;车联网(车路协同);柔性屏(折叠屏);智能座舱;MR(混合现实);元宇宙;智能家居;机器视觉;智慧城市;无人驾驶;AI眼镜;长安汽车概念;华为概念;小米概念;OLED;汽车电子;机器人概念;传感器;消费电子概念;人形机器人;毫米波雷达;海峡两岸;医疗器械概念;深股通;融资融券;股权转让(并购重组),28,33,002456
002077.SZ,先进封装;存储芯片;汽车芯片;芯片概念;汽车电子;2025年报预增;锂电池概念;创投;固废处理;国企改革;融资融券;深股通,12,33,002077
300306.SZ,人脸识别;汽车电子;华为概念;人工智能;机器人概念;专精特新;充电桩;军工;OLED;基因测序,10,33,300306
301270.SZ,Sora概念(文生视频);AIGC概念;知识产权保护;抖音概念(字节概念);数字水印;数据要素;云计算;鸿蒙概念;阿里巴巴概念;腾讯概念;IP经济(谷子经济);DeepSeek概念;人工智能;AI应用;华为概念;小米概念;华为汽车;融资融券,18,33,301270
603278.SH,商业航天;人形机器人;海峡两岸;高端装备;一带一路;风电;绿色电力;生物质能发电,8,17,603278
002569.SZ,ST板块;国企改革;股权转让(并购重组),3,33,002569
300458.SZ,MCU芯片;汽车芯片;存储芯片;中芯国际概念;AI眼镜;芯片概念;智能座舱;小米概念;智能穿戴;汽车电子;机器视觉;无人驾驶;EDR概念;机器人概念;物联网;华为概念;长安汽车概念;虚拟现实;2025年报预增;智能家居;车联网(车路协同);2025三季报预增;东数西算(算力);家用电器;人工智能;阿里巴巴概念;腾讯概念;百度概念;创投;DeepSeek概念;横琴新区;深股通;融资融券,33,33,300458
603259.SH,CRO概念;创新药;同花顺出海50;同花顺漂亮100;2025年报预增;人民币贬值受益;回购增持再贷款概念;融资融券;沪股通,9,17,603259
002878.SZ,快手概念;小红书概念;短剧游戏;NFT概念;文化传媒概念;Sora概念(文生视频);虚拟数字人;Web3.0;AIGC概念;拼多多概念;抖音概念(字节概念);ChatGPT概念;IP经济(谷子经济);元宇宙;网红经济;百度概念;腾讯概念;阿里巴巴概念;数据要素;区块链;数字经济;人工智能;虚拟现实;体育产业;智能音箱;冰雪产业;三胎概念;京津冀一体化;华为概念;小米概念;无线耳机;消费电子概念;深股通,33,33,002878
000670.SZ,智能家居;小米概念;存储芯片;机器人概念;人民币贬值受益;芯片概念;虚拟现实;无人机;海峡两岸;深股通,10,33,000670
000710.SZ,AI应用;智能医疗;辅助生殖;基因测序;AI语料;AI智能体;数据要素;智谱AI;三胎概念;DeepSeek概念;腾讯概念;人工智能;医疗器械概念;京津冀一体化;西部大开发;海峡两岸,16,33,000710
688078.SH,数据要素;云计算;DeepSeek概念;华为概念;工业互联网;机器人概念;融资融券,7,17,688078
002331.SZ,智能物流;ETC;安防;数字孪生;雄安新区;水利;华为概念;智慧城市;数字经济;数字乡村;DeepSeek概念;智慧政务;区块链;华为鲲鹏;鸿蒙概念;华为昇腾;航运概念,17,33,002331
300946.SZ,人形机器人;新型工业化;工业母机;机器人概念;高端装备;专精特新;海峡两岸;跨境电商;深股通;融资融券,10,33,300946
000925.SZ,低空经济;卫星导航;车联网(车路协同);商业航天;无人机;时空大数据;智慧城市;数字孪生;空间计算;无人驾驶;数字经济;信创;数据要素;高铁;数字水印;机器人概念;人工智能;工业互联网;华为概念;机器视觉;元宇宙;ChatGPT概念;数据确权;虚拟数字人;东数西算(算力);多模态AI;乡村振兴;数据中心;算力租赁;一带一路;医疗器械概念;回购增持再贷款概念;芯片概念;合成生物;先进封装;深股通,36,33,000925
600739.SH,页岩气;参股券商;参股保险;生物疫苗;雄安新区;创新药;创投;职业教育;沪股通;融资融券;2025年报预增,11,17,600739
603345.SH,预制菜;海峡两岸;福建自贸区;沪股通;融资融券,5,17,603345
920184.BJ,2025年报预增;人工智能;AI智能体;鸿蒙概念;融资融券;空间计算;时空大数据;数据要素;数据确权;数字经济;数字乡村;互联网金融;卫星导航;互联网保险;乡村振兴;DeepSeek概念,16,151,920184
002679.SZ,海峡两岸;特色小镇;碳中和;碳交易;国企改革;互联网金融;人工智能,7,33,002679
600895.SH,光刻机;芯片概念;新能源汽车;上海自贸区;创投;蚂蚁集团概念;新型城镇化;数字乡村;租售同权;物业管理;参股券商;国企改革;乡村振兴;证金持股;沪股通;融资融券,16,17,600895
003816.SZ,同花顺中特估100;绿色电力;央企国企改革;国企改革;核电;一带一路;核污染防治;DeepSeek概念;中字头股票;融资融券;深股通,11,33,003816
300095.SZ,成飞概念;航空发动机;大飞机;商业航天;减速器;军工;无人机;人形机器人;高端装备;新型工业化;海工装备;机器人概念;水利;新能源汽车;风电;一带一路;回购增持再贷款概念,17,33,300095
000889.SZ,区块链;互联网金融;百度概念;腾讯概念;阿里巴巴概念;抖音概念(字节概念);华为概念;5G;摘帽,9,33,000889
300450.SZ,BC电池;PET铜箔;钙钛矿电池;TOPCON电池;固态电池;HJT电池;钠离子电池;宁德时代概念;2025年报预增;锂电池概念;比亚迪概念;光伏概念;特斯拉概念;PCB概念;新型工业化;3D打印;机器视觉;新能源汽车;储能;高端装备;燃料电池;智能物流;氢能源;同花顺漂亮100;深股通;融资融券,26,33,300450
002906.SZ,智能座舱;小米汽车;华为汽车;无人驾驶;长安汽车概念;星闪概念;一体化压铸;飞行汽车(eVTOL);汽车电子;比亚迪概念;小米概念;特斯拉概念;毫米波雷达;新能源汽车;汽车热管理;机器人概念;车联网(车路协同);无线充电;宁德时代概念;低空经济;粤港澳大湾区;创投;横琴新区;华为概念;一带一路;卫星导航;DeepSeek概念;百度概念;共封装光学(CPO);深股通;融资融券,31,33,002906
300285.SZ,商业航天;卫星导航;3D打印;芯片概念;5G;消费电子概念;宁德时代概念;比亚迪概念;新能源汽车;固态电池;牙科医疗;锂电池概念;氢能源;深股通;融资融券,15,33,300285
